Ngày tín hiệu,Exposure,Lợi nhuận danh mục exit sau phí %,Win danh mục,Danh mục,Equity giả lập,Drawdown giả lập %,Survival Exposure,Protection Multiplier,Recovery Multiplier,Kill Switch,Adjusted Equity
2025-10-24 07:00:00,0.2,0.35,1,"GVR-BOTTOM, ABB-MOMENTUM, CTR-BOTTOM",159.9699,-4.771,0.165,0.6,0.5,False,26.3950335
2025-10-27 07:00:00,0.2,-0.516,0,"GVR-BOTTOM, VHM-BOTTOM, CTR-BOTTOM",159.1445,-5.262,0.165,0.6,0.5,False,26.2588425
2025-10-28 07:00:00,0.2,-0.918,0,"GVR-BOTTOM, VHM-BOTTOM, VIX-BOTTOM, CTR-BOTTOM",157.6835,-6.132,0.165,0.6,0.5,False,26.0177775
2025-10-29 07:00:00,0.2,-0.298,0,"GVR-BOTTOM, VHM-BOTTOM, CTR-BOTTOM",157.2136,-6.412,0.165,0.6,0.5,False,25.940244000000003
2025-10-30 07:00:00,0.2,0.09,1,GVR-BOTTOM,157.3551,-6.328,0.165,0.6,0.5,False,25.9635915
2025-10-31 07:00:00,0.2,-0.746,0,CTR-BOTTOM,156.1813,-7.026,0.165,0.6,0.5,False,25.7699145
2025-11-03 07:00:00,0.2,-0.612,0,"GVR-BOTTOM, CTR-BOTTOM",155.2254,-7.595,0.165,0.6,0.5,False,25.612191000000003
2025-11-04 07:00:00,0.2,-0.49,0,"GVR-BOTTOM, CTR-BOTTOM",154.4648,-8.048,0.165,0.6,0.5,False,25.486692
2025-11-05 07:00:00,0.2,0.038,1,CTR-BOTTOM,154.5235,-8.013,0.165,0.6,0.5,False,25.496377500000005
2025-11-06 07:00:00,0.2,0.314,1,"GVR-BOTTOM, CTR-BOTTOM",155.0087,-7.724,0.165,0.6,0.5,False,25.576435500000002
2025-11-07 07:00:00,0.2,0.58,1,CTR-BOTTOM,155.9078,-7.189,0.165,0.6,0.5,False,25.724787000000003
2025-11-10 07:00:00,0.2,0.64,1,VOS-BOTTOM,156.9056,-6.595,0.165,0.6,0.5,False,25.889424
2025-11-11 07:00:00,0.2,0.614,1,"VOS-BOTTOM, GVR-BOTTOM, CTR-BOTTOM",157.869,-6.022,0.165,0.6,0.5,False,26.048385
2025-11-12 07:00:00,0.2,0.184,1,"VOS-BOTTOM, CTR-MOMENTUM, CTR-BOTTOM",158.1595,-5.849,0.165,0.6,0.5,False,26.0963175
2025-11-13 07:00:00,0.2,-0.194,0,"VOS-BOTTOM, CTR-BOTTOM",157.8526,-6.031,0.165,0.6,0.5,False,26.045679
2025-11-14 07:00:00,0.2,-0.466,0,"VOS-BOTTOM, GVR-BOTTOM, CTR-BOTTOM",157.117,-6.469,0.165,0.6,0.5,False,25.924305
2025-11-17 07:00:00,0.2,0.114,1,"VHM-BOTTOM, VOS-BOTTOM, CTR-BOTTOM",157.2961,-6.363,0.165,0.6,0.5,False,25.9538565
2025-11-18 07:00:00,0.2,-0.606,0,"VHM-BOTTOM, VOS-BOTTOM, GVR-BOTTOM, ANV-MOMENTUM, PDR-MOMENTUM",156.3429,-6.93,0.165,0.6,0.5,False,25.7965785
2025-11-19 07:00:00,0.2,-0.13,0,"VHM-BOTTOM, VOS-BOTTOM, GVR-BOTTOM, ANV-MOMENTUM, PDR-MOMENTUM",156.1397,-7.051,0.165,0.6,0.5,False,25.763050500000002
2025-11-20 07:00:00,0.2,-0.184,0,"VHM-BOTTOM, GVR-BOTTOM, VOS-BOTTOM, ANV-MOMENTUM, PDR-MOMENTUM",155.8524,-7.222,0.165,0.6,0.5,False,25.715646
2025-11-21 07:00:00,0.2,-0.426,0,"VHM-BOTTOM, VOS-BOTTOM, GVR-BOTTOM, ANV-MOMENTUM, CTR-BOTTOM",155.1885,-7.617,0.165,0.6,0.5,False,25.606102500000002
2025-11-24 07:00:00,0.2,-0.336,0,"VHM-BOTTOM, VOS-BOTTOM, GVR-BOTTOM, ANV-MOMENTUM",154.667,-7.928,0.165,0.6,0.5,False,25.520055000000003
2025-11-25 07:00:00,0.2,0.172,1,"VHM-BOTTOM, VOS-BOTTOM",154.9331,-7.769,0.165,0.6,0.5,False,25.5639615
2025-11-26 07:00:00,0.2,0.27,1,"VHM-BOTTOM, GVR-BOTTOM, VOS-BOTTOM, ABB-MOMENTUM",155.3514,-7.52,0.165,0.6,0.5,False,25.632981000000004
2025-11-27 07:00:00,0.2,0.444,1,"VOS-BOTTOM, GVR-BOTTOM",156.0411,-7.11,0.165,0.6,0.5,False,25.7467815
2025-11-28 07:00:00,0.2,0.732,1,"VOS-BOTTOM, GVR-BOTTOM",157.1834,-6.43,0.165,0.6,0.5,False,25.935261
2025-12-01 07:00:00,0.2,0.602,1,"VOS-BOTTOM, GVR-BOTTOM",158.1296,-5.867,0.165,0.6,0.5,False,26.091384
2025-12-02 07:00:00,0.2,0.282,1,"VOS-BOTTOM, GVR-BOTTOM, ABB-MOMENTUM",158.5755,-5.601,0.165,0.6,0.5,False,26.164957500000003
2025-12-03 07:00:00,0.2,-0.112,0,"VOS-BOTTOM, GVR-BOTTOM",158.3979,-5.707,0.165,0.6,0.5,False,26.1356535
2025-12-04 07:00:00,0.2,-0.7,0,"GVR-BOTTOM, ABB-MOMENTUM, PDR-MOMENTUM",157.2891,-6.367,0.165,0.6,0.5,False,25.9527015
2025-12-05 07:00:00,0.2,-2.288,0,VIX-BOTTOM,153.6904,-8.509,0.165,0.6,0.5,False,25.358916000000004
2025-12-08 07:00:00,0.2,-1.602,0,"GVR-BOTTOM, VIX-BOTTOM, VOS-BOTTOM",151.2282,-9.975,0.165,0.6,0.5,False,24.952652999999998
2025-12-09 07:00:00,0.2,-0.61,0,"GVR-BOTTOM, VIX-BOTTOM, VOS-BOTTOM, ABB-MOMENTUM",150.3057,-10.524,0.165,0.6,0.5,False,24.8004405
2025-12-10 07:00:00,0.2,-0.77,0,"GVR-BOTTOM, VIX-BOTTOM, VOS-BOTTOM, ABB-MOMENTUM",149.1484,-11.213,0.165,0.6,0.5,False,24.609486000000004
2025-12-11 07:00:00,0.2,-0.782,0,"GVR-BOTTOM, VOS-BOTTOM, VHM-BOTTOM, ABB-MOMENTUM",147.9821,-11.907,0.165,0.6,0.5,False,24.4170465
2025-12-12 07:00:00,0.2,0.19,1,"VIX-BOTTOM, VOS-BOTTOM",148.2632,-11.74,0.165,0.6,0.5,False,24.463428000000004
2025-12-15 07:00:00,0.2,0.556,1,"GVR-BOTTOM, VOS-BOTTOM",149.0876,-11.249,0.165,0.6,0.5,False,24.599454
2025-12-16 07:00:00,0.2,1.14,1,"VHM-BOTTOM, VIX-BOTTOM, VOS-BOTTOM, GVR-BOTTOM",150.7872,-10.238,0.165,0.6,0.5,False,24.879888000000005
2025-12-17 07:00:00,0.2,1.616,1,"VHM-BOTTOM, VIX-BOTTOM, VOS-BOTTOM, GVR-BOTTOM",153.2239,-8.787,0.165,0.6,0.5,False,25.2819435
2025-12-18 07:00:00,0.2,0.938,1,"VHM-BOTTOM, VIX-BOTTOM, VOS-BOTTOM, GVR-BOTTOM",154.6611,-7.931,0.165,0.6,0.5,False,25.519081500000002
2025-12-19 07:00:00,0.2,0.098,1,"VHM-BOTTOM, VIX-BOTTOM, VOS-BOTTOM, GVR-BOTTOM, ABB-MOMENTUM",154.8127,-7.841,0.165,0.6,0.5,False,25.5440955
2025-12-22 07:00:00,0.2,0.038,1,"VHM-BOTTOM, GVR-BOTTOM, VOS-BOTTOM, ABB-MOMENTUM",154.8715,-7.806,0.165,0.6,0.5,False,25.5537975
2025-12-23 07:00:00,0.2,-0.79,0,VOS-BOTTOM,153.648,-8.534,0.165,0.6,0.5,False,25.35192
2025-12-24 07:00:00,0.2,-1.094,0,VIX-BOTTOM,151.9671,-9.535,0.165,0.6,0.5,False,25.074571499999998
2025-12-25 07:00:00,0.2,-1.902,0,VIX-BOTTOM,149.0767,-11.256,0.165,0.6,0.5,False,24.5976555
2025-12-26 07:00:00,0.2,2.898,1,"VHM-BOTTOM, TVS-MOMENTUM",153.3969,-8.684,0.165,0.6,0.5,False,25.310488499999998
2025-12-29 07:00:00,0.2,1.44,1,"GVR-BOTTOM, TVS-MOMENTUM",155.6059,-7.369,0.165,0.6,0.5,False,25.6749735
2025-12-30 07:00:00,0.2,1.652,1,"GVR-BOTTOM, CTR-BOTTOM",158.1765,-5.839,0.165,0.6,0.5,False,26.099122500000004
2025-12-31 07:00:00,0.2,2.87,1,"GVR-BOTTOM, CTR-MOMENTUM, CTR-BOTTOM",162.7161,-3.136,0.165,0.6,0.5,False,26.8481565
2026-01-05 07:00:00,0.2,3.482,1,"GVR-BOTTOM, VOS-BOTTOM, CTR-BOTTOM",168.3819,0.0,0.165,0.6,0.5,False,27.783013500000003
2026-01-06 07:00:00,0.2,2.094,1,"VOS-BOTTOM, CTR-MOMENTUM, ABB-MOMENTUM, CTR-BOTTOM",171.9078,0.0,0.165,0.6,0.5,False,28.364787000000003
2026-01-07 07:00:00,0.2,2.83,1,"VOS-BOTTOM, CTR-BOTTOM",176.7728,0.0,0.165,0.6,0.5,False,29.167512
2026-01-08 07:00:00,0.2,2.394,1,"VOS-BOTTOM, CTR-BOTTOM",181.0048,0.0,0.165,0.6,0.5,False,29.865792
2026-01-14 07:00:00,0.2,-1.144,0,"VHM-BOTTOM, ABB-MOMENTUM",178.9341,-1.144,0.165,0.6,0.5,False,29.5241265
2026-01-15 07:00:00,0.2,-0.78,0,"VHM-BOTTOM, ABB-MOMENTUM",177.5384,-1.915,0.165,0.6,0.5,False,29.293836000000002
2026-01-16 07:00:00,0.2,0.312,1,"VOS-BOTTOM, VHM-BOTTOM",178.0923,-1.609,0.165,0.6,0.5,False,29.3852295
2026-01-19 07:00:00,0.2,-0.544,0,"VOS-BOTTOM, VHM-BOTTOM, ANV-MOMENTUM",177.1235,-2.144,0.165,0.6,0.5,False,29.225377500000004
2026-01-20 07:00:00,0.2,-1.28,0,"VHM-BOTTOM, ANV-MOMENTUM",174.8563,-3.397,0.165,0.6,0.5,False,28.851289500000004
2026-01-21 07:00:00,0.2,-2.01,0,"VOS-BOTTOM, VHM-BOTTOM",171.3417,-5.339,0.165,0.6,0.5,False,28.271380500000003
2026-01-22 07:00:00,0.2,-0.674,0,"VHM-BOTTOM, ANV-MOMENTUM, CTR-BOTTOM",170.1868,-5.977,0.165,0.6,0.5,False,28.080822
2026-01-23 07:00:00,0.2,-0.6,0,"VHM-BOTTOM, ANV-MOMENTUM, CTR-BOTTOM",169.1657,-6.541,0.165,0.6,0.5,False,27.9123405
2026-01-26 07:00:00,0.2,0.576,1,"VOS-BOTTOM, CTR-BOTTOM",170.1401,-6.002,0.165,0.6,0.5,False,28.0731165
2026-01-27 07:00:00,0.2,1.162,1,"VOS-BOTTOM, CTR-BOTTOM",172.1171,-4.91,0.165,0.6,0.5,False,28.3993215
2026-01-28 07:00:00,0.2,1.61,1,"VOS-BOTTOM, ANV-MOMENTUM, CTR-BOTTOM",174.8882,-3.379,0.165,0.6,0.5,False,28.856553
2026-01-29 07:00:00,0.2,0.758,1,"VOS-BOTTOM, ANV-MOMENTUM",176.2139,-2.647,0.165,0.6,0.5,False,29.0752935
2026-01-30 07:00:00,0.2,0.246,1,"VOS-BOTTOM, ANV-MOMENTUM",176.6474,-2.407,0.165,0.6,0.5,False,29.146821000000003
2026-02-02 07:00:00,0.2,-0.922,0,"VOS-BOTTOM, VIX-BOTTOM, ANV-MOMENTUM",175.0187,-3.307,0.165,0.6,0.5,False,28.8780855
2026-02-03 07:00:00,0.2,-1.576,0,"VOS-BOTTOM, VIX-BOTTOM, ANV-MOMENTUM",172.2604,-4.831,0.165,0.6,0.5,False,28.422966000000002
2026-02-04 07:00:00,0.2,-1.292,0,"VIX-BOTTOM, ANV-MOMENTUM",170.0348,-6.061,0.165,0.6,0.5,False,28.055742
2026-02-05 07:00:00,0.2,-1.304,0,"VIX-BOTTOM, VOS-BOTTOM, GVR-BOTTOM",167.8175,-7.286,0.165,0.6,0.5,False,27.6898875
2026-02-06 07:00:00,0.2,-0.204,0,"VIX-BOTTOM, VOS-BOTTOM, GVR-BOTTOM",167.4752,-7.475,0.165,0.6,0.5,False,27.633408000000003
2026-02-09 07:00:00,0.2,0.872,1,"VIX-BOTTOM, VOS-BOTTOM, GVR-BOTTOM",168.9356,-6.668,0.165,0.6,0.5,False,27.874374
2026-02-10 07:00:00,0.2,1.81,1,"VOS-BOTTOM, GVR-BOTTOM, VIX-BOTTOM",171.9933,-4.979,0.165,0.6,0.5,False,28.3788945
2026-02-11 07:00:00,0.2,1.616,1,"GVR-BOTTOM, VOS-BOTTOM, VHM-BOTTOM, VIX-BOTTOM",174.7727,-3.443,0.165,0.6,0.5,False,28.8374955
2026-02-12 07:00:00,0.2,1.004,1,"GVR-BOTTOM, VOS-BOTTOM, VIX-BOTTOM, VHM-BOTTOM",176.5274,-2.474,0.165,0.6,0.5,False,29.127021000000003
2026-02-13 07:00:00,0.2,1.052,1,"GVR-BOTTOM, VOS-BOTTOM, VHM-BOTTOM",178.3845,-1.448,0.165,0.6,0.5,False,29.4334425
2026-02-23 07:00:00,0.2,-0.078,0,"GVR-BOTTOM, VHM-BOTTOM",178.2454,-1.524,0.165,0.6,0.5,False,29.410491
2026-02-24 07:00:00,0.2,-0.14,0,"GVR-BOTTOM, VHM-BOTTOM",177.9958,-1.662,0.165,0.6,0.5,False,29.369307000000003
2026-02-25 07:00:00,0.2,0.002,1,"VOS-BOTTOM, VHM-BOTTOM, CTR-BOTTOM",177.9994,-1.66,0.165,0.6,0.5,False,29.369901000000002
2026-02-26 07:00:00,0.2,0.174,1,"VOS-BOTTOM, GVR-BOTTOM, VHM-BOTTOM",178.3091,-1.489,0.165,0.6,0.5,False,29.421001500000003
2026-02-27 07:00:00,0.2,-1.286,0,GVR-BOTTOM,176.016,-2.756,0.165,0.6,0.5,False,29.04264
2026-03-02 07:00:00,0.2,-2.256,0,"VIX-BOTTOM, VHM-BOTTOM",172.0451,-4.95,0.165,0.6,0.5,False,28.3874415
2026-03-05 07:00:00,0.2,-1.236,0,"VHM-BOTTOM, GVR-BOTTOM",169.9186,-6.125,0.165,0.6,0.5,False,28.036569
2026-03-06 07:00:00,0.2,-1.422,0,"VHM-BOTTOM, GVR-BOTTOM, VOS-BOTTOM",167.5024,-7.46,0.165,0.6,0.5,False,27.637896
2026-03-09 07:00:00,0.2,-0.464,0,VIX-BOTTOM,166.7252,-7.889,0.165,0.6,0.5,False,27.509658
2026-03-11 07:00:00,0.2,-0.24,0,"VHM-BOTTOM, VIX-BOTTOM, GVR-BOTTOM",166.325,-8.11,0.165,0.6,0.5,False,27.443625
2026-03-12 07:00:00,0.2,-0.578,0,"VHM-BOTTOM, VIX-BOTTOM, GVR-BOTTOM",165.3637,-8.641,0.165,0.6,0.5,False,27.285010500000002
2026-03-13 07:00:00,0.2,-0.078,0,"VHM-BOTTOM, VIX-BOTTOM",165.2347,-8.713,0.165,0.6,0.5,False,27.263725500000003
2026-03-16 07:00:00,0.2,-0.884,0,"VHM-BOTTOM, VIX-BOTTOM",163.774,-9.519,0.165,0.6,0.5,False,27.02271
2026-03-17 07:00:00,0.2,-1.194,0,"VHM-BOTTOM, VIX-BOTTOM",161.8186,-10.6,0.165,0.6,0.5,False,26.700069000000003
2026-03-18 07:00:00,0.2,-0.186,0,"VHM-BOTTOM, VIX-BOTTOM",161.5176,-10.766,0.165,0.6,0.5,False,26.650403999999998
2026-03-19 07:00:00,0.2,-0.4,0,"VHM-BOTTOM, VIX-BOTTOM",160.8715,-11.123,0.165,0.6,0.5,False,26.5437975
2026-03-20 07:00:00,0.2,0.448,1,"VIX-BOTTOM, VHM-BOTTOM",161.5922,-10.725,0.165,0.6,0.5,False,26.662713
2026-03-23 07:00:00,0.2,0.86,1,VHM-BOTTOM,162.9819,-9.957,0.165,0.6,0.5,False,26.8920135
2026-03-24 07:00:00,0.2,1.118,1,VIX-BOTTOM,164.8041,-8.95,0.165,0.6,0.5,False,27.1926765
2026-03-26 07:00:00,0.2,1.19,1,"VHM-BOTTOM, VIX-BOTTOM, CTR-BOTTOM",166.7652,-7.867,0.165,0.6,0.5,False,27.516258
2026-03-27 07:00:00,0.2,-0.172,0,"ABB-MOMENTUM, CTR-BOTTOM",166.4784,-8.025,0.165,0.6,0.5,False,27.468936
2026-03-30 07:00:00,0.2,-0.486,0,"ABB-MOMENTUM, CTR-BOTTOM",165.6693,-8.472,0.165,0.6,0.5,False,27.3354345
2026-03-31 07:00:00,0.2,-0.55,0,"ABB-MOMENTUM, CTR-BOTTOM",164.7581,-8.976,0.165,0.6,0.5,False,27.185086500000004
2026-04-01 07:00:00,0.2,0.124,1,"GVR-BOTTOM, CTR-BOTTOM",164.9624,-8.863,0.165,0.6,0.5,False,27.218796
2026-04-02 07:00:00,0.2,0.294,1,"GVR-BOTTOM, ANV-MOMENTUM, ABB-MOMENTUM, CTR-BOTTOM",165.4474,-8.595,0.165,0.6,0.5,False,27.298821
2026-04-03 07:00:00,0.2,0.476,1,"GVR-BOTTOM, ANV-MOMENTUM, ABB-MOMENTUM, CTR-BOTTOM",166.2349,-8.16,0.165,0.6,0.5,False,27.428758500000004
2026-04-06 07:00:00,0.2,1.17,1,"VIX-BOTTOM, GVR-BOTTOM, CTR-BOTTOM",168.1799,-7.085,0.165,0.6,0.5,False,27.749683500000003
2026-04-07 07:00:00,0.2,0.67,1,"GVR-BOTTOM, ANV-MOMENTUM, CTR-BOTTOM",169.3067,-6.463,0.165,0.6,0.5,False,27.9356055
2026-04-08 07:00:00,0.2,-0.354,0,"VOS-BOTTOM, GVR-BOTTOM, CTR-MOMENTUM, ANV-MOMENTUM, ABB-MOMENTUM",168.7073,-6.794,0.165,0.6,0.5,False,27.836704500000003
2026-04-09 07:00:00,0.2,-0.174,0,"VOS-BOTTOM, GVR-BOTTOM, CTR-MOMENTUM, ANV-MOMENTUM, ABB-MOMENTUM",168.4138,-6.956,0.165,0.6,0.5,False,27.788277000000004
2026-04-10 07:00:00,0.2,-0.022,0,"VOS-BOTTOM, CTR-MOMENTUM, ANV-MOMENTUM, ABB-MOMENTUM, CTR-BOTTOM",168.3767,-6.977,0.165,0.6,0.5,False,27.782155500000002
2026-04-13 07:00:00,0.2,0.302,1,"VOS-BOTTOM, ANV-MOMENTUM, CTR-BOTTOM",168.8852,-6.696,0.165,0.6,0.5,False,27.866058000000002
2026-04-14 07:00:00,0.2,-0.228,0,"GVR-BOTTOM, VOS-BOTTOM, ANV-MOMENTUM, CTR-BOTTOM",168.5002,-6.908,0.165,0.6,0.5,False,27.802533000000004
2026-04-15 07:00:00,0.2,-0.468,0,"GVR-BOTTOM, VOS-BOTTOM, CTR-BOTTOM",167.7116,-7.344,0.165,0.6,0.5,False,27.672414000000003
2026-04-16 07:00:00,0.2,-0.248,0,"GVR-BOTTOM, VOS-BOTTOM, CTR-MOMENTUM, CTR-BOTTOM",167.2957,-7.574,0.165,0.6,0.5,False,27.603790500000002
2026-04-17 07:00:00,0.2,-0.428,0,"GVR-BOTTOM, VOS-BOTTOM, CTR-MOMENTUM, ANV-MOMENTUM, CTR-BOTTOM",166.5797,-7.969,0.165,0.6,0.5,False,27.485650500000002
2026-04-20 07:00:00,0.2,-0.558,0,"GVR-BOTTOM, VOS-BOTTOM, ANV-MOMENTUM, CTR-BOTTOM",165.6501,-8.483,0.165,0.6,0.5,False,27.332266500000003
2026-04-21 07:00:00,0.2,-0.33,0,"GVR-BOTTOM, VOS-BOTTOM, ANV-MOMENTUM",165.1035,-8.785,0.165,0.6,0.5,False,27.2420775
2026-04-22 07:00:00,0.2,0.204,1,"GVR-BOTTOM, VOS-BOTTOM, ANV-MOMENTUM",165.4403,-8.599,0.165,0.6,0.5,False,27.297649500000002
2026-04-23 07:00:00,0.2,0.06,1,"GVR-BOTTOM, VOS-BOTTOM, CTR-BOTTOM",165.5396,-8.544,0.165,0.6,0.5,False,27.314034000000003
2026-04-24 07:00:00,0.2,0.138,1,"GVR-BOTTOM, VOS-BOTTOM, CTR-BOTTOM",165.768,-8.418,0.165,0.6,0.5,False,27.35172
2026-04-28 07:00:00,0.2,0.338,1,"GVR-BOTTOM, VIX-BOTTOM, VOS-BOTTOM, CTR-MOMENTUM, CTR-BOTTOM",166.3283,-8.108,0.165,0.6,0.5,False,27.444169500000005
2026-04-29 07:00:00,0.2,0.914,1,"VIX-BOTTOM, GVR-BOTTOM, VOS-BOTTOM",167.8485,-7.268,0.165,0.6,0.5,False,27.6950025
2026-05-04 07:00:00,0.2,0.524,1,"VIX-BOTTOM, VOS-BOTTOM, ABB-MOMENTUM, PDR-MOMENTUM",168.7281,-6.783,0.165,0.6,0.5,False,27.840136500000003
2026-05-05 07:00:00,0.2,1.482,1,"VIX-BOTTOM, PDR-MOMENTUM",171.2286,-5.401,0.165,0.6,0.5,False,28.252719000000003
2026-05-06 07:00:00,0.2,-0.198,0,"VOS-BOTTOM, ABB-MOMENTUM, PDR-MOMENTUM",170.8896,-5.588,0.165,0.6,0.5,False,28.196784
2026-05-07 07:00:00,0.2,-0.124,0,"VOS-BOTTOM, PDR-MOMENTUM, ABB-MOMENTUM",170.6777,-5.705,0.165,0.6,0.5,False,28.161820499999997
2026-05-08 07:00:00,0.2,-0.16,0,ABB-MOMENTUM,170.4046,-5.856,0.165,0.6,0.5,False,28.116759
2026-05-11 07:00:00,0.2,1.216,1,"GVR-BOTTOM, ABB-MOMENTUM",172.4767,-4.712,0.165,0.6,0.5,False,28.4586555
2026-05-12 07:00:00,0.2,-0.16,0,ABB-MOMENTUM,172.2008,-4.864,0.165,0.6,0.5,False,28.413131999999997
2026-05-13 07:00:00,0.2,0.246,1,"VHM-BOTTOM, VOS-BOTTOM",172.6244,-4.63,0.165,0.6,0.5,False,28.483026000000002
2026-05-14 07:00:00,0.2,-0.1,0,"VHM-BOTTOM, VOS-BOTTOM",172.4518,-4.725,0.165,0.6,0.5,False,28.454547
2026-05-15 07:00:00,0.2,-0.7,0,"VHM-BOTTOM, VOS-BOTTOM",171.2446,-5.392,0.165,0.6,0.5,False,28.255359
2026-05-18 07:00:00,0.2,0.08,1,"VHM-BOTTOM, VOS-BOTTOM, ABB-MOMENTUM, CTR-BOTTOM",171.3816,-5.317,0.165,0.6,0.5,False,28.277964
2026-05-19 07:00:00,0.2,-0.74,0,"VOS-BOTTOM, GVR-BOTTOM",170.1134,-6.017,0.165,0.6,0.5,False,28.068711000000004
2026-05-20 07:00:00,0.2,-0.21,0,"VOS-BOTTOM, VHM-BOTTOM, PDR-MOMENTUM, ABB-MOMENTUM",169.7561,-6.215,0.165,0.6,0.5,False,28.0097565
2026-05-21 07:00:00,0.2,-0.466,0,"VOS-BOTTOM, GVR-BOTTOM, ABB-MOMENTUM",168.9651,-6.652,0.165,0.6,0.5,False,27.879241500000003
2026-05-22 07:00:00,0.2,-0.34,0,"VOS-BOTTOM, GVR-BOTTOM, ABB-MOMENTUM, CTR-BOTTOM",168.3906,-6.969,0.165,0.6,0.5,False,27.784449000000002
