Ngày tín hiệu,Exposure,Lợi nhuận danh mục exit sau phí %,Win danh mục,Danh mục,Equity giả lập,Drawdown giả lập %
2026-01-27 07:00:00,0.2,1.162,1,"VOS-BOTTOM, CTR-BOTTOM",172.1171,-4.91
2026-01-28 07:00:00,0.2,1.61,1,"VOS-BOTTOM, ANV-MOMENTUM, CTR-BOTTOM",174.8882,-3.379
2026-01-29 07:00:00,0.2,0.758,1,"VOS-BOTTOM, ANV-MOMENTUM",176.2139,-2.647
2026-01-30 07:00:00,0.2,0.246,1,"VOS-BOTTOM, ANV-MOMENTUM",176.6474,-2.407
2026-02-02 07:00:00,0.2,-0.922,0,"VOS-BOTTOM, VIX-BOTTOM, ANV-MOMENTUM",175.0187,-3.307
2026-02-03 07:00:00,0.2,-1.576,0,"VOS-BOTTOM, VIX-BOTTOM, ANV-MOMENTUM",172.2604,-4.831
2026-02-04 07:00:00,0.2,-1.292,0,"VIX-BOTTOM, ANV-MOMENTUM",170.0348,-6.061
2026-02-05 07:00:00,0.2,-1.304,0,"VIX-BOTTOM, VOS-BOTTOM, GVR-BOTTOM",167.8175,-7.286
2026-02-06 07:00:00,0.2,-0.204,0,"VIX-BOTTOM, VOS-BOTTOM, GVR-BOTTOM",167.4752,-7.475
2026-02-09 07:00:00,0.2,0.872,1,"VIX-BOTTOM, VOS-BOTTOM, GVR-BOTTOM",168.9356,-6.668
2026-02-10 07:00:00,0.2,1.81,1,"VOS-BOTTOM, GVR-BOTTOM, VIX-BOTTOM",171.9933,-4.979
2026-02-11 07:00:00,0.2,1.616,1,"GVR-BOTTOM, VOS-BOTTOM, VHM-BOTTOM, VIX-BOTTOM",174.7727,-3.443
2026-02-12 07:00:00,0.2,1.004,1,"GVR-BOTTOM, VOS-BOTTOM, VIX-BOTTOM, VHM-BOTTOM",176.5274,-2.474
2026-02-13 07:00:00,0.2,1.052,1,"GVR-BOTTOM, VOS-BOTTOM, VHM-BOTTOM",178.3845,-1.448
2026-02-23 07:00:00,0.2,-0.078,0,"GVR-BOTTOM, VHM-BOTTOM",178.2454,-1.524
2026-02-24 07:00:00,0.2,-0.14,0,"GVR-BOTTOM, VHM-BOTTOM",177.9958,-1.662
2026-02-25 07:00:00,0.2,0.002,1,"VOS-BOTTOM, VHM-BOTTOM, CTR-BOTTOM",177.9994,-1.66
2026-02-26 07:00:00,0.2,0.174,1,"VOS-BOTTOM, GVR-BOTTOM, VHM-BOTTOM",178.3091,-1.489
2026-02-27 07:00:00,0.2,-1.286,0,GVR-BOTTOM,176.016,-2.756
2026-03-02 07:00:00,0.2,-2.256,0,"VIX-BOTTOM, VHM-BOTTOM",172.0451,-4.95
2026-03-05 07:00:00,0.2,-1.236,0,"VHM-BOTTOM, GVR-BOTTOM",169.9186,-6.125
2026-03-06 07:00:00,0.2,-1.422,0,"VHM-BOTTOM, GVR-BOTTOM, VOS-BOTTOM",167.5024,-7.46
2026-03-09 07:00:00,0.2,-0.464,0,VIX-BOTTOM,166.7252,-7.889
2026-03-11 07:00:00,0.2,-0.24,0,"VHM-BOTTOM, VIX-BOTTOM, GVR-BOTTOM",166.325,-8.11
2026-03-12 07:00:00,0.2,-0.578,0,"VHM-BOTTOM, VIX-BOTTOM, GVR-BOTTOM",165.3637,-8.641
2026-03-13 07:00:00,0.2,-0.078,0,"VHM-BOTTOM, VIX-BOTTOM",165.2347,-8.713
2026-03-16 07:00:00,0.2,-0.884,0,"VHM-BOTTOM, VIX-BOTTOM",163.774,-9.519
2026-03-17 07:00:00,0.2,-1.194,0,"VHM-BOTTOM, VIX-BOTTOM",161.8186,-10.6
2026-03-18 07:00:00,0.2,-0.186,0,"VHM-BOTTOM, VIX-BOTTOM",161.5176,-10.766
2026-03-19 07:00:00,0.2,-0.4,0,"VHM-BOTTOM, VIX-BOTTOM",160.8715,-11.123
2026-03-20 07:00:00,0.2,0.448,1,"VIX-BOTTOM, VHM-BOTTOM",161.5922,-10.725
2026-03-23 07:00:00,0.2,0.86,1,VHM-BOTTOM,162.9819,-9.957
2026-03-24 07:00:00,0.2,1.118,1,VIX-BOTTOM,164.8041,-8.95
2026-03-26 07:00:00,0.2,1.19,1,"VHM-BOTTOM, VIX-BOTTOM, CTR-BOTTOM",166.7652,-7.867
2026-03-27 07:00:00,0.2,-0.172,0,"ABB-MOMENTUM, CTR-BOTTOM",166.4784,-8.025
2026-03-30 07:00:00,0.2,-0.486,0,"ABB-MOMENTUM, CTR-BOTTOM",165.6693,-8.472
2026-03-31 07:00:00,0.2,-0.55,0,"ABB-MOMENTUM, CTR-BOTTOM",164.7581,-8.976
2026-04-01 07:00:00,0.2,0.124,1,"GVR-BOTTOM, CTR-BOTTOM",164.9624,-8.863
2026-04-02 07:00:00,0.2,0.294,1,"GVR-BOTTOM, ANV-MOMENTUM, ABB-MOMENTUM, CTR-BOTTOM",165.4474,-8.595
2026-04-03 07:00:00,0.2,0.476,1,"GVR-BOTTOM, ANV-MOMENTUM, ABB-MOMENTUM, CTR-BOTTOM",166.2349,-8.16
2026-04-06 07:00:00,0.2,1.17,1,"VIX-BOTTOM, GVR-BOTTOM, CTR-BOTTOM",168.1799,-7.085
2026-04-07 07:00:00,0.2,0.67,1,"GVR-BOTTOM, ANV-MOMENTUM, CTR-BOTTOM",169.3067,-6.463
2026-04-08 07:00:00,0.2,-0.354,0,"VOS-BOTTOM, GVR-BOTTOM, CTR-MOMENTUM, ANV-MOMENTUM, ABB-MOMENTUM",168.7073,-6.794
2026-04-09 07:00:00,0.2,-0.174,0,"VOS-BOTTOM, GVR-BOTTOM, CTR-MOMENTUM, ANV-MOMENTUM, ABB-MOMENTUM",168.4138,-6.956
2026-04-10 07:00:00,0.2,-0.022,0,"VOS-BOTTOM, CTR-MOMENTUM, ANV-MOMENTUM, ABB-MOMENTUM, CTR-BOTTOM",168.3767,-6.977
2026-04-13 07:00:00,0.2,0.302,1,"VOS-BOTTOM, ANV-MOMENTUM, CTR-BOTTOM",168.8852,-6.696
2026-04-14 07:00:00,0.2,-0.228,0,"GVR-BOTTOM, VOS-BOTTOM, ANV-MOMENTUM, CTR-BOTTOM",168.5002,-6.908
2026-04-15 07:00:00,0.2,-0.468,0,"GVR-BOTTOM, VOS-BOTTOM, CTR-BOTTOM",167.7116,-7.344
2026-04-16 07:00:00,0.2,-0.248,0,"GVR-BOTTOM, VOS-BOTTOM, CTR-MOMENTUM, CTR-BOTTOM",167.2957,-7.574
2026-04-17 07:00:00,0.2,-0.428,0,"GVR-BOTTOM, VOS-BOTTOM, CTR-MOMENTUM, ANV-MOMENTUM, CTR-BOTTOM",166.5797,-7.969
2026-04-20 07:00:00,0.2,-0.558,0,"GVR-BOTTOM, VOS-BOTTOM, ANV-MOMENTUM, CTR-BOTTOM",165.6501,-8.483
2026-04-21 07:00:00,0.2,-0.33,0,"GVR-BOTTOM, VOS-BOTTOM, ANV-MOMENTUM",165.1035,-8.785
2026-04-22 07:00:00,0.2,0.204,1,"GVR-BOTTOM, VOS-BOTTOM, ANV-MOMENTUM",165.4403,-8.599
2026-04-23 07:00:00,0.2,0.06,1,"GVR-BOTTOM, VOS-BOTTOM, CTR-BOTTOM",165.5396,-8.544
2026-04-24 07:00:00,0.2,0.138,1,"GVR-BOTTOM, VOS-BOTTOM, CTR-BOTTOM",165.768,-8.418
2026-04-28 07:00:00,0.2,0.338,1,"GVR-BOTTOM, VIX-BOTTOM, VOS-BOTTOM, CTR-MOMENTUM, CTR-BOTTOM",166.3283,-8.108
2026-04-29 07:00:00,0.2,0.914,1,"VIX-BOTTOM, GVR-BOTTOM, VOS-BOTTOM",167.8485,-7.268
2026-05-04 07:00:00,0.2,0.524,1,"VIX-BOTTOM, VOS-BOTTOM, ABB-MOMENTUM, PDR-MOMENTUM",168.7281,-6.783
2026-05-05 07:00:00,0.2,1.482,1,"VIX-BOTTOM, PDR-MOMENTUM",171.2286,-5.401
2026-05-06 07:00:00,0.2,-0.198,0,"VOS-BOTTOM, ABB-MOMENTUM, PDR-MOMENTUM",170.8896,-5.588
2026-05-07 07:00:00,0.2,-0.124,0,"VOS-BOTTOM, PDR-MOMENTUM, ABB-MOMENTUM",170.6777,-5.705
2026-05-08 07:00:00,0.2,-0.16,0,ABB-MOMENTUM,170.4046,-5.856
2026-05-11 07:00:00,0.2,1.216,1,"GVR-BOTTOM, ABB-MOMENTUM",172.4767,-4.712
2026-05-12 07:00:00,0.2,-0.16,0,ABB-MOMENTUM,172.2008,-4.864
2026-05-13 07:00:00,0.2,0.246,1,"VHM-BOTTOM, VOS-BOTTOM",172.6244,-4.63
2026-05-14 07:00:00,0.2,-0.1,0,"VHM-BOTTOM, VOS-BOTTOM",172.4518,-4.725
2026-05-15 07:00:00,0.2,-0.7,0,"VHM-BOTTOM, VOS-BOTTOM",171.2446,-5.392
2026-05-18 07:00:00,0.2,0.08,1,"VHM-BOTTOM, VOS-BOTTOM, ABB-MOMENTUM, CTR-BOTTOM",171.3816,-5.317
2026-05-19 07:00:00,0.2,-0.74,0,"VOS-BOTTOM, GVR-BOTTOM",170.1134,-6.017
2026-05-20 07:00:00,0.2,-0.21,0,"VOS-BOTTOM, VHM-BOTTOM, PDR-MOMENTUM, ABB-MOMENTUM",169.7561,-6.215
2026-05-21 07:00:00,0.2,-0.466,0,"VOS-BOTTOM, GVR-BOTTOM, ABB-MOMENTUM",168.9651,-6.652
2026-05-22 07:00:00,0.2,-0.34,0,"VOS-BOTTOM, GVR-BOTTOM, ABB-MOMENTUM, CTR-BOTTOM",168.3906,-6.969
