symbol,signal_date,entry_date,signal,weighted_score,score_bucket,regime,regime_score,close_signal_day,entry_price,raw_entry_open,volume_ratio,rs5,rs10,rs20,ret5,ret20,rsi14,dist_ma20_pct,drawdown20_pct,atr_pct,min_exit_hold_bars,score_notes,factor_regime,factor_trend,factor_rs,factor_pullback,factor_volume,factor_momentum,factor_drawdown,factor_breakout,ret_t1_pct,ret_t2_pct,ret_t3_pct,ret_t5_pct,ret_t10_pct,max_favorable_t5_pct,max_drawdown_t5_pct,sellable_date_tplus,ret_sellable_tplus_pct,result_t5
DRC,2025-05-26,2025-05-27,WEIGHTED_SCORE,100.0,80+,TĂNG MẠNH,100.0,15.48,15.694,15.67,1.535,-0.073,-5.739,3.957,2.721,13.991,62.094,2.908,-3.31,2.649,3,"regime:regime=TĂNG MẠNH:20.0 | trend:close>MA20|MA5>MA20|MA20 slope up | rs:RS5=-0.07,RS10=-5.74,RS20=3.96 | pullback:near MA20 acceptable,dist=2.91% | volume:volume good 1.53x | momentum:ret5=2.72,rsi=62.1,macd_up=True | drawdown:healthy pullback -3.31% | breakout:no breakout",20.0,14.0,0.0,9.0,10.0,5.0,5.0,0.0,-0.705,0.761,-0.896,-0.705,0.06,0.907,-2.553,2025-05-30,-0.896,FLAT
IDI,2025-05-26,2025-05-27,WEIGHTED_SCORE,100.0,80+,TĂNG MẠNH,100.0,6.48,6.9,6.89,2.973,3.262,1.016,4.454,6.056,14.488,66.667,5.615,1.25,2.315,3,"regime:regime=TĂNG MẠNH:20.0 | trend:close>MA20|MA5>MA20|MA20 slope up | rs:RS5=3.26,RS10=1.02,RS20=4.45 | pullback:not pullback zone,dist=5.61% | volume:volume high but ok 2.97x | momentum:ret5=6.06,rsi=66.7,macd_up=True | drawdown:near high 1.25% | breakout:breakout20 confirmed",20.0,14.0,6.0,0.0,3.0,5.0,1.0,5.0,-4.073,-5.087,-6.681,-5.667,-9.29,-0.75,-7.551,2025-05-30,-6.681,FAIL
IDC,2025-05-26,2025-05-27,WEIGHTED_SCORE,100.0,80+,TĂNG MẠNH,100.0,35.16,35.213,35.16,1.181,-0.347,-0.396,6.313,2.448,16.347,69.646,6.265,-2.765,4.063,3,"regime:regime=TĂNG MẠNH:20.0 | trend:close>MA20|MA5>MA20|MA20 slope up | rs:RS5=-0.35,RS10=-0.40,RS20=6.31 | pullback:not pullback zone,dist=6.27% | volume:volume acceptable 1.18x | momentum:ret5=2.45,rsi=69.6,macd_up=True | drawdown:healthy pullback -2.77% | breakout:no breakout",20.0,14.0,4.0,0.0,4.0,5.0,5.0,0.0,1.936,4.066,3.356,0.97,-4.028,6.151,-1.16,2025-05-30,3.356,FLAT
HDB,2025-05-26,2025-05-27,WEIGHTED_SCORE,100.0,80+,TĂNG MẠNH,100.0,17.42,17.446,17.42,1.88,-0.082,1.228,0.992,2.712,11.026,70.155,4.012,-0.457,1.866,3,"regime:regime=TĂNG MẠNH:20.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=-0.08,RS10=1.23,RS20=0.99 | pullback:not pullback zone,dist=4.01% | volume:volume good 1.88x | momentum:ret5=2.71,rsi=70.2,macd_up=True | drawdown:healthy pullback -0.46% | breakout:no breakout",20.0,20.0,3.0,0.0,10.0,3.0,5.0,0.0,-1.94,-2.857,-4.405,-3.717,-5.265,-0.062,-5.723,2025-05-30,-4.405,FAIL
HHV,2025-05-26,2025-05-27,WEIGHTED_SCORE,100.0,80+,TĂNG MẠNH,100.0,11.36,11.427,11.41,1.068,-2.352,-2.59,-9.235,0.442,0.799,53.061,0.74,-2.823,2.565,3,"regime:regime=TĂNG MẠNH:20.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=-2.35,RS10=-2.59,RS20=-9.24 | pullback:near MA20 ideal,dist=0.74% | volume:volume acceptable 1.07x | momentum:ret5=0.44,rsi=53.1,macd_up=False | drawdown:healthy pullback -2.82% | breakout:no breakout",20.0,20.0,-11.0,15.0,4.0,4.0,5.0,0.0,0.775,-0.1,-1.325,1.125,-1.325,2.926,-1.675,2025-05-30,-1.325,WIN
HHS,2025-05-26,2025-05-27,WEIGHTED_SCORE,100.0,80+,TĂNG MẠNH,100.0,14.6,14.672,14.65,1.924,9.514,8.04,19.17,12.308,29.204,93.671,17.011,4.286,4.574,3,"regime:regime=TĂNG MẠNH:20.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=9.51,RS10=8.04,RS20=19.17 | pullback:too far above MA20,dist=17.01% | volume:volume good 1.92x | momentum:ret5=12.31,rsi=93.7,macd_up=True | drawdown:near high 4.29% | breakout:breakout20 confirmed",20.0,20.0,18.0,-12.0,10.0,-5.0,1.0,5.0,-2.154,0.232,-0.109,2.958,6.025,3.34,-3.517,2025-05-30,-0.109,WIN
HDG,2025-05-26,2025-05-27,WEIGHTED_SCORE,100.0,80+,TĂNG MẠNH,100.0,23.38,23.685,23.65,1.437,3.721,4.403,3.904,6.515,13.938,79.661,7.091,-2.786,2.634,3,"regime:regime=TĂNG MẠNH:20.0 | trend:close>MA20|MA5>MA20|MA20 slope up | rs:RS5=3.72,RS10=4.40,RS20=3.90 | pullback:not pullback zone,dist=7.09% | volume:volume good 1.44x | momentum:ret5=6.51,rsi=79.7,macd_up=False | drawdown:healthy pullback -2.79% | breakout:no breakout",20.0,14.0,6.0,0.0,10.0,2.0,5.0,0.0,0.859,1.239,-1.59,0.69,-0.281,2.628,-2.35,2025-05-30,-1.59,FLAT
IJC,2025-05-26,2025-05-27,WEIGHTED_SCORE,100.0,80+,TĂNG MẠNH,100.0,10.2,10.255,10.24,1.647,-0.794,-2.647,0.117,2.0,10.151,66.879,2.937,-0.875,2.5,3,"regime:regime=TĂNG MẠNH:20.0 | trend:close>MA20|MA5>MA20|MA20 slope up | rs:RS5=-0.79,RS10=-2.65,RS20=0.12 | pullback:near MA20 acceptable,dist=2.94% | volume:volume good 1.65x | momentum:ret5=2.00,rsi=66.9,macd_up=True | drawdown:healthy pullback -0.87% | breakout:no breakout",20.0,14.0,0.0,9.0,10.0,5.0,5.0,0.0,0.428,1.208,1.598,2.378,-0.84,4.906,-1.62,2025-05-30,1.598,WIN
KBC,2025-05-26,2025-05-27,WEIGHTED_SCORE,100.0,80+,TĂNG MẠNH,100.0,27.3,27.742,27.7,1.503,-0.738,5.144,14.624,2.056,24.658,80.645,9.244,-0.365,2.878,3,"regime:regime=TĂNG MẠNH:20.0 | trend:close>MA20|MA5>MA20|MA20 slope up | rs:RS5=-0.74,RS10=5.14,RS20=14.62 | pullback:too far above MA20,dist=9.24% | volume:volume good 1.50x | momentum:ret5=2.06,rsi=80.6,macd_up=False | drawdown:healthy pullback -0.36% | breakout:no breakout",20.0,14.0,15.0,-12.0,10.0,-1.0,5.0,0.0,-3.334,-3.153,-5.496,-4.956,-10.182,-0.75,-7.118,2025-05-30,-5.496,FAIL
SGT,2025-05-30,2025-06-02,WEIGHTED_SCORE,100.0,80+,TĂNG MẠNH,100.0,18.2,17.727,17.7,1.586,0.867,-0.151,0.641,2.247,9.309,60.377,1.548,-1.622,3.611,3,"regime:regime=TĂNG MẠNH:20.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=0.87,RS10=-0.15,RS20=0.64 | pullback:near MA20 ideal,dist=1.55% | volume:volume good 1.59x | momentum:ret5=2.25,rsi=60.4,macd_up=False | drawdown:healthy pullback -1.62% | breakout:no breakout",20.0,20.0,0.0,15.0,10.0,4.0,5.0,0.0,2.371,1.243,0.678,0.396,0.114,4.891,-1.86,2025-06-05,0.678,FLAT
ABB,2025-06-02,2025-06-03,WEIGHTED_SCORE,100.0,80+,TĂNG MẠNH,90.0,7.39,7.401,7.39,1.191,4.986,3.551,0.279,5.271,8.041,68.966,5.098,-2.378,3.431,3,"regime:regime=TĂNG MẠNH:20.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=4.99,RS10=3.55,RS20=0.28 | pullback:not pullback zone,dist=5.10% | volume:volume acceptable 1.19x | momentum:ret5=5.27,rsi=69.0,macd_up=False | drawdown:healthy pullback -2.38% | breakout:no breakout",20.0,20.0,6.0,0.0,4.0,4.0,5.0,0.0,-0.45,-0.45,-1.666,-1.666,4.414,1.682,-4.233,2025-06-06,-1.666,FAIL
ANV,2025-06-02,2025-06-03,WEIGHTED_SCORE,100.0,80+,TĂNG MẠNH,90.0,15.73,15.994,15.97,1.252,2.258,7.455,-1.55,2.542,6.212,61.86,5.631,-0.945,3.546,3,"regime:regime=TĂNG MẠNH:20.0 | trend:close>MA20|MA5>MA20|MA20 slope up | rs:RS5=2.26,RS10=7.45,RS20=-1.55 | pullback:not pullback zone,dist=5.63% | volume:volume good 1.25x | momentum:ret5=2.54,rsi=61.9,macd_up=True | drawdown:healthy pullback -0.94% | breakout:no breakout",20.0,14.0,-3.0,0.0,10.0,5.0,5.0,0.0,-2.263,-1.012,-3.138,-3.138,-0.137,-0.437,-4.951,2025-06-06,-3.138,FAIL
BFC,2025-06-02,2025-06-03,WEIGHTED_SCORE,100.0,80+,TĂNG MẠNH,90.0,46.37,47.05,46.98,1.742,1.807,7.767,4.487,2.092,12.249,65.939,6.952,0.325,3.316,3,"regime:regime=TĂNG MẠNH:20.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=1.81,RS10=7.77,RS20=4.49 | pullback:not pullback zone,dist=6.95% | volume:volume good 1.74x | momentum:ret5=2.09,rsi=65.9,macd_up=True | drawdown:near high 0.32% | breakout:breakout20 confirmed",20.0,20.0,8.0,0.0,10.0,5.0,1.0,5.0,-5.678,-5.763,-5.976,-8.484,-3.595,-0.75,-10.694,2025-06-06,-5.976,FAIL
BSR,2025-06-02,2025-06-03,WEIGHTED_SCORE,100.0,80+,TĂNG MẠNH,90.0,11.08,11.167,11.15,1.026,1.367,-0.589,3.372,1.651,11.133,46.154,1.169,-2.977,2.953,3,"regime:regime=TĂNG MẠNH:20.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=1.37,RS10=-0.59,RS20=3.37 | pullback:near MA20 ideal,dist=1.17% | volume:volume acceptable 1.03x | momentum:ret5=1.65,rsi=46.2,macd_up=True | drawdown:healthy pullback -2.98% | breakout:no breakout",20.0,20.0,0.0,15.0,4.0,5.0,5.0,0.0,-0.718,-0.718,-0.718,-3.853,5.102,0.862,-3.853,2025-06-06,-0.718,FAIL
BAF,2025-06-02,2025-06-03,WEIGHTED_SCORE,100.0,80+,TĂNG MẠNH,90.0,35.6,35.553,35.5,0.918,0.139,0.102,-5.902,0.423,1.86,58.333,1.663,-1.521,2.588,3,"regime:regime=TĂNG MẠNH:20.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=0.14,RS10=0.10,RS20=-5.90 | pullback:near MA20 ideal,dist=1.66% | volume:volume weak 0.92x | momentum:ret5=0.42,rsi=58.3,macd_up=True | drawdown:healthy pullback -1.52% | breakout:no breakout",20.0,20.0,-8.0,15.0,-5.0,5.0,5.0,0.0,2.644,1.8,-0.45,-1.575,0.535,4.313,-2.419,2025-06-06,-0.45,FAIL
ASM,2025-06-02,2025-06-03,WEIGHTED_SCORE,100.0,80+,TĂNG MẠNH,90.0,6.65,6.76,6.75,0.808,-2.057,0.496,1.076,-1.773,8.838,56.41,2.687,-3.623,2.095,3,"regime:regime=TĂNG MẠNH:20.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=-2.06,RS10=0.50,RS20=1.08 | pullback:near MA20 acceptable,dist=2.69% | volume:volume weak 0.81x | momentum:ret5=-1.77,rsi=56.4,macd_up=False | drawdown:healthy pullback -3.62% | breakout:no breakout",20.0,20.0,3.0,9.0,-5.0,2.0,5.0,0.0,-1.337,-0.154,-1.781,-5.183,-4.296,0.138,-5.183,2025-06-06,-1.781,FAIL
CII,2025-06-02,2025-06-03,WEIGHTED_SCORE,100.0,80+,TĂNG MẠNH,90.0,13.55,13.701,13.68,1.181,0.384,8.161,12.897,0.669,20.659,77.262,10.248,-2.166,4.302,3,"regime:regime=TĂNG MẠNH:20.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=0.38,RS10=8.16,RS20=12.90 | pullback:too far above MA20,dist=10.25% | volume:volume acceptable 1.18x | momentum:ret5=0.67,rsi=77.3,macd_up=False | drawdown:healthy pullback -2.17% | breakout:no breakout",20.0,20.0,15.0,-12.0,4.0,2.0,5.0,0.0,-2.639,-3.004,-7.384,-11.106,-10.157,0.199,-11.106,2025-06-06,-7.384,FAIL
CEO,2025-06-02,2025-06-03,WEIGHTED_SCORE,100.0,80+,TĂNG MẠNH,90.0,17.07,17.186,17.16,2.257,34.337,34.575,35.443,34.621,43.205,91.623,30.995,6.554,4.657,3,"regime:regime=TĂNG MẠNH:20.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=34.34,RS10=34.57,RS20=35.44 | pullback:too far above MA20,dist=31.00% | volume:volume high but ok 2.26x | momentum:ret5=34.62,rsi=91.6,macd_up=True | drawdown:near high 6.55% | breakout:breakout20 confirmed",20.0,20.0,18.0,-12.0,3.0,-5.0,1.0,5.0,2.925,4.031,0.132,-0.973,-1.555,7.571,-3.185,2025-06-06,0.132,FLAT
CTS,2025-06-02,2025-06-03,WEIGHTED_SCORE,100.0,80+,TĂNG MẠNH,90.0,26.69,27.081,27.04,1.783,9.641,8.962,9.764,9.926,17.525,81.076,11.392,2.143,2.93,3,"regime:regime=TĂNG MẠNH:20.0 | trend:close>MA20|MA5>MA20|MA20 slope up | rs:RS5=9.64,RS10=8.96,RS20=9.76 | pullback:too far above MA20,dist=11.39% | volume:volume good 1.78x | momentum:ret5=9.93,rsi=81.1,macd_up=True | drawdown:near high 2.14% | breakout:breakout20 confirmed",20.0,14.0,15.0,-12.0,10.0,0.0,1.0,5.0,-3.552,-2.259,-5.213,-5.213,-2.075,0.026,-6.137,2025-06-06,-5.213,FAIL
CRE,2025-06-02,2025-06-03,WEIGHTED_SCORE,100.0,80+,TĂNG MẠNH,90.0,7.89,7.932,7.92,0.918,-0.158,5.591,2.127,0.127,9.889,74.074,5.249,-2.109,3.295,3,"regime:regime=TĂNG MẠNH:20.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=-0.16,RS10=5.59,RS20=2.13 | pullback:not pullback zone,dist=5.25% | volume:volume weak 0.92x | momentum:ret5=0.13,rsi=74.1,macd_up=False | drawdown:healthy pullback -2.11% | breakout:no breakout",20.0,20.0,8.0,0.0,-5.0,2.0,5.0,0.0,6.989,9.132,7.115,7.367,6.484,11.479,-0.45,2025-06-06,7.115,WIN
BVS,2025-06-02,2025-06-03,WEIGHTED_SCORE,100.0,80+,TĂNG MẠNH,90.0,32.13,32.268,32.22,1.249,6.531,4.444,1.19,6.815,8.952,62.56,6.092,0.0,3.106,3,"regime:regime=TĂNG MẠNH:20.0 | trend:close>MA20|MA5>MA20|MA20 slope up | rs:RS5=6.53,RS10=4.44,RS20=1.19 | pullback:not pullback zone,dist=6.09% | volume:volume good 1.25x | momentum:ret5=6.82,rsi=62.6,macd_up=True | drawdown:healthy pullback 0.00% | breakout:no breakout",20.0,14.0,6.0,0.0,10.0,5.0,5.0,0.0,1.069,0.48,-2.867,-4.386,-2.557,5.603,-5.594,2025-06-06,-2.867,FAIL
BVB,2025-06-02,2025-06-03,WEIGHTED_SCORE,100.0,80+,TĂNG MẠNH,90.0,13.4,13.32,13.3,1.008,6.065,5.857,2.982,6.349,10.744,63.333,6.434,-0.741,3.092,3,"regime:regime=TĂNG MẠNH:20.0 | trend:close>MA20|MA5>MA20|MA20 slope up | rs:RS5=6.06,RS10=5.86,RS20=2.98 | pullback:not pullback zone,dist=6.43% | volume:volume acceptable 1.01x | momentum:ret5=6.35,rsi=63.3,macd_up=True | drawdown:healthy pullback -0.74% | breakout:no breakout",20.0,14.0,11.0,0.0,4.0,5.0,5.0,0.0,-2.702,-1.951,-3.453,-4.204,-0.45,2.253,-4.954,2025-06-06,-3.453,FAIL
DRC,2025-06-02,2025-06-03,WEIGHTED_SCORE,100.0,80+,TĂNG MẠNH,90.0,15.45,15.694,15.67,1.24,-0.478,-0.565,-0.767,-0.194,6.994,44.275,0.26,-3.498,2.242,3,"regime:regime=TĂNG MẠNH:20.0 | trend:close>MA20|MA5>MA20|MA20 slope up | rs:RS5=-0.48,RS10=-0.56,RS20=-0.77 | pullback:near MA20 ideal,dist=0.26% | volume:volume good 1.24x | momentum:ret5=-0.19,rsi=44.3,macd_up=False | drawdown:healthy pullback -3.50% | breakout:no breakout",20.0,14.0,-11.0,15.0,10.0,0.0,5.0,0.0,-0.705,5.03,1.908,0.06,-0.45,5.941,-1.66,2025-06-06,1.908,FLAT
DXG,2025-06-02,2025-06-03,WEIGHTED_SCORE,100.0,80+,TĂNG MẠNH,90.0,15.54,15.563,15.54,1.399,4.362,8.954,10.413,4.646,18.175,80.8,8.229,-0.766,3.452,3,"regime:regime=TĂNG MẠNH:20.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=4.36,RS10=8.95,RS20=10.41 | pullback:too far above MA20,dist=8.23% | volume:volume good 1.40x | momentum:ret5=4.65,rsi=80.8,macd_up=False | drawdown:healthy pullback -0.77% | breakout:no breakout",20.0,20.0,18.0,-12.0,10.0,-1.0,5.0,0.0,2.506,1.542,1.542,1.221,3.47,5.097,-1.863,2025-06-06,1.542,WIN
HAH,2025-06-02,2025-06-03,WEIGHTED_SCORE,100.0,80+,TĂNG MẠNH,90.0,57.7,57.867,57.78,1.26,-3.957,12.244,7.385,-3.673,15.147,62.406,5.314,-15.557,5.706,3,"regime:regime=TĂNG MẠNH:20.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=-3.96,RS10=12.24,RS20=7.38 | pullback:not pullback zone,dist=5.31% | volume:volume good 1.26x | momentum:ret5=-3.67,rsi=62.4,macd_up=False | drawdown:moderate dd -15.56% | breakout:no breakout",20.0,20.0,10.0,0.0,10.0,2.0,2.0,0.0,-0.45,-3.733,-0.588,-7.812,-9.108,3.173,-8.727,2025-06-06,-0.588,FAIL
HDG,2025-06-02,2025-06-03,WEIGHTED_SCORE,100.0,80+,TĂNG MẠNH,90.0,23.78,24.086,24.05,1.302,1.426,5.251,4.408,1.711,12.17,72.372,5.275,-2.74,3.046,3,"regime:regime=TĂNG MẠNH:20.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=1.43,RS10=5.25,RS20=4.41 | pullback:not pullback zone,dist=5.27% | volume:volume good 1.30x | momentum:ret5=1.71,rsi=72.4,macd_up=False | drawdown:healthy pullback -2.74% | breakout:no breakout",20.0,20.0,8.0,0.0,10.0,2.0,5.0,0.0,-1.197,-0.242,-0.242,-1.944,2.041,2.198,-2.858,2025-06-06,-0.242,FAIL
HAG,2025-06-02,2025-06-03,WEIGHTED_SCORE,100.0,80+,TĂNG MẠNH,90.0,13.7,13.721,13.7,1.017,0.082,3.945,-5.523,0.366,2.239,52.778,2.258,-4.196,3.441,3,"regime:regime=TĂNG MẠNH:20.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=0.08,RS10=3.94,RS20=-5.52 | pullback:near MA20 acceptable,dist=2.26% | volume:volume acceptable 1.02x | momentum:ret5=0.37,rsi=52.8,macd_up=False | drawdown:healthy pullback -4.20% | breakout:no breakout",20.0,20.0,-8.0,9.0,4.0,4.0,5.0,0.0,-4.094,-5.552,-4.458,-5.916,-6.28,0.708,-7.374,2025-06-06,-4.458,FAIL
IDC,2025-06-02,2025-06-03,WEIGHTED_SCORE,100.0,80+,TĂNG MẠNH,90.0,35.58,35.884,35.83,0.646,0.91,0.585,5.586,1.195,13.348,51.372,3.511,-5.347,3.951,3,"regime:regime=TĂNG MẠNH:20.0 | trend:close>MA20|MA5>MA20|MA20 slope up | rs:RS5=0.91,RS10=0.58,RS20=5.59 | pullback:near MA20 acceptable,dist=3.51% | volume:volume weak 0.65x | momentum:ret5=1.19,rsi=51.4,macd_up=False | drawdown:healthy pullback -5.35% | breakout:no breakout",20.0,14.0,7.0,9.0,-5.0,4.0,5.0,0.0,-1.397,-1.843,-3.487,-5.828,-3.487,0.17,-7.445,2025-06-06,-3.487,FAIL
IJC,2025-06-02,2025-06-03,WEIGHTED_SCORE,100.0,80+,TĂNG MẠNH,90.0,10.7,10.796,10.78,1.775,4.618,3.913,2.434,4.902,10.196,68.675,5.606,0.848,2.463,3,"regime:regime=TĂNG MẠNH:20.0 | trend:close>MA20|MA5>MA20|MA20 slope up | rs:RS5=4.62,RS10=3.91,RS20=2.43 | pullback:not pullback zone,dist=5.61% | volume:volume good 1.77x | momentum:ret5=4.90,rsi=68.7,macd_up=True | drawdown:near high 0.85% | breakout:breakout20 confirmed",20.0,14.0,6.0,0.0,10.0,5.0,1.0,5.0,-2.765,-3.136,-4.247,-5.822,-6.563,-0.379,-7.675,2025-06-06,-4.247,FAIL
KBC,2025-06-02,2025-06-03,WEIGHTED_SCORE,100.0,80+,TĂNG MẠNH,90.0,26.3,26.44,26.4,0.588,-3.947,-4.769,3.443,-3.663,11.205,55.294,1.349,-5.054,2.825,3,"regime:regime=TĂNG MẠNH:20.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=-3.95,RS10=-4.77,RS20=3.44 | pullback:near MA20 ideal,dist=1.35% | volume:volume weak 0.59x | momentum:ret5=-3.66,rsi=55.3,macd_up=False | drawdown:healthy pullback -5.05% | breakout:no breakout",20.0,20.0,-2.0,15.0,-5.0,2.0,5.0,0.0,-1.395,-0.828,-3.854,-5.745,-4.988,0.196,-6.312,2025-06-06,-3.854,FAIL
SGT,2025-06-06,2025-06-09,WEIGHTED_SCORE,100.0,80+,TĂNG MẠNH,80.0,17.95,17.827,17.8,1.801,-1.17,-0.331,-3.812,-1.374,1.127,54.545,-0.361,-4.011,3.621,3,"regime:regime=TĂNG MẠNH:20.0 | trend:MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=-1.17,RS10=-0.33,RS20=-3.81 | pullback:near MA20 ideal,dist=-0.36% | volume:volume good 1.80x | momentum:ret5=-1.37,rsi=54.5,macd_up=False | drawdown:healthy pullback -4.01% | breakout:no breakout",20.0,14.0,-11.0,15.0,10.0,2.0,5.0,0.0,0.672,0.672,0.672,-0.45,-1.572,1.775,-2.974,2025-06-12,0.672,FLAT
HBC,2025-06-09,2025-06-10,WEIGHTED_SCORE,100.0,80+,BÌNH THƯỜNG,45.0,6.4,6.41,6.4,0.824,-1.105,6.565,1.098,-3.03,3.226,60.0,0.313,-7.246,4.464,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=-1.10,RS10=6.56,RS20=1.10 | pullback:near MA20 ideal,dist=0.31% | volume:volume weak 0.82x | momentum:ret5=-3.03,rsi=60.0,macd_up=False | drawdown:healthy pullback -7.25% | breakout:no breakout",7.0,20.0,8.0,15.0,-5.0,2.0,5.0,0.0,1.11,1.11,-0.45,-0.45,-0.45,0.81,-3.57,2025-06-13,-0.45,FLAT
GIL,2025-06-09,2025-06-10,WEIGHTED_SCORE,100.0,80+,BÌNH THƯỜNG,45.0,17.5,17.526,17.5,1.446,7.347,2.803,4.905,5.422,7.034,65.432,4.089,-3.581,3.306,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=7.35,RS10=2.80,RS20=4.91 | pullback:not pullback zone,dist=4.09% | volume:volume good 1.45x | momentum:ret5=5.42,rsi=65.4,macd_up=False | drawdown:healthy pullback -3.58% | breakout:no breakout",7.0,20.0,6.0,0.0,10.0,4.0,5.0,0.0,1.262,0.691,-3.303,0.121,5.541,2.959,-4.729,2025-06-13,-3.303,FLAT
EIB,2025-06-09,2025-06-10,WEIGHTED_SCORE,100.0,80+,BÌNH THƯỜNG,45.0,23.1,23.035,23.0,1.166,1.067,7.126,17.872,-0.858,20.0,71.053,6.256,-7.415,4.097,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=1.07,RS10=7.13,RS20=17.87 | pullback:not pullback zone,dist=6.26% | volume:volume acceptable 1.17x | momentum:ret5=-0.86,rsi=71.1,macd_up=False | drawdown:healthy pullback -7.41% | breakout:no breakout",7.0,20.0,15.0,0.0,4.0,0.0,5.0,0.0,-1.752,-0.016,-1.969,1.504,1.07,2.723,-6.528,2025-06-13,-1.969,WIN
EVF,2025-06-09,2025-06-10,WEIGHTED_SCORE,100.0,80+,BÌNH THƯỜNG,45.0,10.5,10.516,10.5,0.977,-2.184,0.703,5.897,-4.11,8.025,60.651,1.337,-7.08,4.122,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=-2.18,RS10=0.70,RS20=5.90 | pullback:near MA20 ideal,dist=1.34% | volume:volume weak 0.98x | momentum:ret5=-4.11,rsi=60.7,macd_up=False | drawdown:healthy pullback -7.08% | breakout:no breakout",7.0,20.0,7.0,15.0,-5.0,2.0,5.0,0.0,0.501,0.977,-3.778,-1.876,-3.778,1.628,-4.729,2025-06-13,-3.778,FAIL
DGW,2025-06-09,2025-06-10,WEIGHTED_SCORE,100.0,80+,BÌNH THƯỜNG,45.0,33.88,34.121,34.07,1.366,6.3,8.422,3.681,4.375,5.809,60.112,3.774,-2.672,3.154,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=6.30,RS10=8.42,RS20=3.68 | pullback:near MA20 acceptable,dist=3.77% | volume:volume good 1.37x | momentum:ret5=4.37,rsi=60.1,macd_up=True | drawdown:healthy pullback -2.67% | breakout:no breakout",7.0,20.0,11.0,9.0,10.0,5.0,5.0,0.0,10.716,15.025,15.025,17.017,22.732,17.421,-0.45,2025-06-13,15.025,WIN
SKG,2025-06-09,2025-06-10,WEIGHTED_SCORE,100.0,80+,BÌNH THƯỜNG,45.0,10.55,10.716,10.7,0.854,3.858,2.603,0.2,1.932,2.328,56.637,1.107,-4.091,2.539,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=3.86,RS10=2.60,RS20=0.20 | pullback:near MA20 ideal,dist=1.11% | volume:volume weak 0.85x | momentum:ret5=1.93,rsi=56.6,macd_up=False | drawdown:healthy pullback -4.09% | breakout:no breakout",7.0,20.0,6.0,15.0,-5.0,4.0,5.0,0.0,-1.85,-1.85,-3.249,-3.716,-4.182,0.183,-4.649,2025-06-13,-3.249,FAIL
PVS,2025-06-09,2025-06-10,WEIGHTED_SCORE,100.0,80+,BÌNH THƯỜNG,45.0,31.04,31.087,31.04,1.408,11.879,25.066,18.603,9.954,20.731,76.989,15.683,-1.492,4.798,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=11.88,RS10=25.07,RS20=18.60 | pullback:too far above MA20,dist=15.68% | volume:volume good 1.41x | momentum:ret5=9.95,rsi=77.0,macd_up=True | drawdown:healthy pullback -1.49% | breakout:no breakout",7.0,20.0,18.0,-12.0,10.0,3.0,5.0,0.0,-2.573,-2.251,4.343,7.078,-1.061,10.67,-4.953,2025-06-13,4.343,WIN
