symbol,signal_date,entry_date,signal,weighted_score,score_bucket,regime,regime_score,close_signal_day,entry_price,raw_entry_open,volume_ratio,rs5,rs10,rs20,ret5,ret20,rsi14,dist_ma20_pct,drawdown20_pct,atr_pct,min_exit_hold_bars,score_notes,factor_regime,factor_trend,factor_rs,factor_pullback,factor_volume,factor_momentum,factor_drawdown,factor_breakout,ret_t1_pct,ret_t2_pct,ret_t3_pct,ret_t5_pct,ret_t10_pct,max_favorable_t5_pct,max_drawdown_t5_pct,sellable_date_tplus,ret_sellable_tplus_pct,result_t5
REE,2025-06-09,2025-06-10,WEIGHTED_SCORE,100.0,80+,BÌNH THƯỜNG,45.0,65.87,65.889,65.79,1.074,7.402,8.735,9.459,5.476,11.587,65.098,6.291,-2.66,2.85,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=7.40,RS10=8.73,RS20=9.46 | pullback:not pullback zone,dist=6.29% | volume:volume acceptable 1.07x | momentum:ret5=5.48,rsi=65.1,macd_up=True | drawdown:healthy pullback -2.66% | breakout:no breakout",7.0,20.0,15.0,0.0,4.0,5.0,5.0,0.0,0.522,0.522,-0.222,2.616,-1.269,3.955,-2.317,2025-06-13,-0.222,WIN
SHS,2025-06-09,2025-06-10,WEIGHTED_SCORE,100.0,80+,BÌNH THƯỜNG,45.0,13.3,13.32,13.3,0.731,1.179,1.647,5.13,-0.746,7.258,60.0,0.91,-6.993,3.652,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=1.18,RS10=1.65,RS20=5.13 | pullback:near MA20 ideal,dist=0.91% | volume:volume weak 0.73x | momentum:ret5=-0.75,rsi=60.0,macd_up=False | drawdown:healthy pullback -6.99% | breakout:no breakout",7.0,20.0,7.0,15.0,-5.0,2.0,5.0,0.0,-1.951,-0.45,-4.204,-2.702,-2.702,4.505,-8.708,2025-06-13,-4.204,FAIL
PLX,2025-06-09,2025-06-10,WEIGHTED_SCORE,100.0,80+,BÌNH THƯỜNG,45.0,35.8,35.854,35.8,1.348,5.844,8.289,2.093,3.919,4.221,65.919,4.364,-2.106,2.42,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=5.84,RS10=8.29,RS20=2.09 | pullback:not pullback zone,dist=4.36% | volume:volume good 1.35x | momentum:ret5=3.92,rsi=65.9,macd_up=True | drawdown:healthy pullback -2.11% | breakout:no breakout",7.0,20.0,11.0,0.0,10.0,5.0,5.0,0.0,-2.821,-1.984,4.85,8.615,5.826,11.941,-2.821,2025-06-13,4.85,WIN
MSN,2025-06-09,2025-06-10,WEIGHTED_SCORE,100.0,80+,BÌNH THƯỜNG,45.0,64.1,64.597,64.5,0.92,5.146,2.117,1.259,3.221,3.387,56.731,1.208,-3.464,2.307,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=5.15,RS10=2.12,RS20=1.26 | pullback:near MA20 ideal,dist=1.21% | volume:volume weak 0.92x | momentum:ret5=3.22,rsi=56.7,macd_up=False | drawdown:healthy pullback -3.46% | breakout:no breakout",7.0,20.0,6.0,15.0,-5.0,4.0,5.0,0.0,0.015,1.563,0.943,4.814,6.826,4.514,-1.069,2025-06-13,0.943,WIN
PAN,2025-06-09,2025-06-10,WEIGHTED_SCORE,100.0,80+,BÌNH THƯỜNG,45.0,25.62,25.658,25.62,1.797,-6.378,0.68,7.359,-8.304,9.487,66.174,0.862,-8.761,3.502,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=-6.38,RS10=0.68,RS20=7.36 | pullback:near MA20 ideal,dist=0.86% | volume:volume good 1.80x | momentum:ret5=-8.30,rsi=66.2,macd_up=False | drawdown:healthy pullback -8.76% | breakout:no breakout",7.0,20.0,5.0,15.0,10.0,2.0,5.0,0.0,1.85,2.629,2.629,3.214,3.954,4.629,-1.424,2025-06-13,2.629,WIN
HPG,2025-06-09,2025-06-10,WEIGHTED_SCORE,100.0,80+,BÌNH THƯỜNG,45.0,21.51,21.703,21.67,1.004,4.893,4.614,1.435,2.968,3.563,65.497,1.989,-1.285,1.949,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=4.89,RS10=4.61,RS20=1.43 | pullback:near MA20 ideal,dist=1.99% | volume:volume acceptable 1.00x | momentum:ret5=2.97,rsi=65.5,macd_up=True | drawdown:healthy pullback -1.28% | breakout:no breakout",7.0,20.0,6.0,15.0,4.0,5.0,5.0,0.0,-1.97,0.702,-0.818,0.886,1.439,1.508,-2.339,2025-06-13,-0.818,FLAT
HDG,2025-06-09,2025-06-10,WEIGHTED_SCORE,100.0,80+,BÌNH THƯỜNG,45.0,23.6,23.685,23.65,0.733,1.169,2.587,7.131,-0.757,9.259,69.079,1.88,-4.685,3.354,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=1.17,RS10=2.59,RS20=7.13 | pullback:near MA20 ideal,dist=1.88% | volume:volume weak 0.73x | momentum:ret5=-0.76,rsi=69.1,macd_up=False | drawdown:healthy pullback -4.68% | breakout:no breakout",7.0,20.0,7.0,15.0,-5.0,2.0,5.0,0.0,0.859,0.859,0.859,3.772,8.332,6.765,-1.843,2025-06-13,0.859,WIN
VND,2025-06-09,2025-06-10,WEIGHTED_SCORE,100.0,80+,BÌNH THƯỜNG,45.0,15.7,15.724,15.7,0.759,0.979,4.462,5.48,-0.946,7.608,60.954,1.852,-8.508,3.74,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=0.98,RS10=4.46,RS20=5.48 | pullback:near MA20 ideal,dist=1.85% | volume:volume weak 0.76x | momentum:ret5=-0.95,rsi=61.0,macd_up=False | drawdown:healthy pullback -8.51% | breakout:no breakout",7.0,20.0,7.0,15.0,-5.0,2.0,5.0,0.0,-1.022,1.458,-0.704,2.985,6.864,3.893,-2.294,2025-06-13,-0.704,WIN
TNG,2025-06-09,2025-06-10,WEIGHTED_SCORE,100.0,80+,BÌNH THƯỜNG,45.0,16.65,16.675,16.65,1.198,-0.706,1.647,2.919,-2.632,5.047,62.475,0.995,-7.551,3.775,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=-0.71,RS10=1.65,RS20=2.92 | pullback:near MA20 ideal,dist=0.99% | volume:volume acceptable 1.20x | momentum:ret5=-2.63,rsi=62.5,macd_up=False | drawdown:healthy pullback -7.55% | breakout:no breakout",7.0,20.0,3.0,15.0,4.0,2.0,5.0,0.0,-1.529,0.63,-0.45,2.249,9.325,1.949,-2.609,2025-06-13,-0.45,WIN
VHM,2025-06-09,2025-06-10,WEIGHTED_SCORE,99.0,80+,BÌNH THƯỜNG,45.0,70.7,68.603,68.5,0.675,-6.256,-2.163,11.355,-8.182,13.483,67.105,1.181,-9.706,4.617,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=-6.26,RS10=-2.16,RS20=11.35 | pullback:near MA20 ideal,dist=1.18% | volume:volume weak 0.67x | momentum:ret5=-8.18,rsi=67.1,macd_up=False | drawdown:healthy pullback -9.71% | breakout:no breakout",7.0,20.0,5.0,15.0,-5.0,2.0,5.0,0.0,4.798,1.737,-0.596,1.154,12.378,5.664,-3.657,2025-06-13,-0.596,WIN
BAF,2025-06-09,2025-06-10,WEIGHTED_SCORE,98.0,80+,BÌNH THƯỜNG,45.0,35.4,35.153,35.1,1.14,1.364,1.505,0.779,-0.562,2.907,44.304,0.0,-5.094,2.754,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=1.36,RS10=1.51,RS20=0.78 | pullback:near MA20 ideal,dist=0.00% | volume:volume acceptable 1.14x | momentum:ret5=-0.56,rsi=44.3,macd_up=False | drawdown:healthy pullback -5.09% | breakout:no breakout",7.0,14.0,3.0,15.0,4.0,0.0,5.0,0.0,0.404,0.261,-0.592,1.684,0.404,2.095,-1.73,2025-06-13,-0.592,WIN
ANV,2025-06-09,2025-06-10,WEIGHTED_SCORE,97.0,80+,BÌNH THƯỜNG,45.0,15.25,15.273,15.25,0.897,-1.126,1.06,2.899,-3.051,5.028,56.587,1.272,-4.806,3.232,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=-1.13,RS10=1.06,RS20=2.90 | pullback:near MA20 ideal,dist=1.27% | volume:volume weak 0.90x | momentum:ret5=-3.05,rsi=56.6,macd_up=False | drawdown:healthy pullback -4.81% | breakout:no breakout",7.0,20.0,3.0,15.0,-5.0,2.0,5.0,0.0,2.038,3.02,1.449,4.592,14.086,6.518,-0.45,2025-06-13,1.449,WIN
KDH,2025-06-09,2025-06-10,WEIGHTED_SCORE,97.0,80+,BÌNH THƯỜNG,45.0,27.11,27.251,27.21,0.963,-0.557,4.375,3.317,-2.482,5.445,55.903,1.378,-4.944,2.961,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=-0.56,RS10=4.37,RS20=3.32 | pullback:near MA20 ideal,dist=1.38% | volume:volume weak 0.96x | momentum:ret5=-2.48,rsi=55.9,macd_up=False | drawdown:healthy pullback -4.94% | breakout:no breakout",7.0,20.0,3.0,15.0,-5.0,2.0,5.0,0.0,-2.652,-1.294,-2.798,-1.294,-1.808,-0.75,-4.303,2025-06-13,-2.798,FAIL
DGC,2025-06-10,2025-06-11,WEIGHTED_SCORE,93.0,80+,BÌNH THƯỜNG,45.0,87.48,87.611,87.48,1.703,3.19,1.226,-2.082,0.888,-0.319,57.595,1.148,-3.38,2.261,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:close>MA20 | rs:RS5=3.19,RS10=1.23,RS20=-2.08 | pullback:near MA20 ideal,dist=1.15% | volume:volume good 1.70x | momentum:ret5=0.89,rsi=57.6,macd_up=True | drawdown:healthy pullback -3.38% | breakout:no breakout",7.0,6.0,-5.0,15.0,10.0,5.0,5.0,0.0,1.297,1.08,6.867,6.216,5.999,7.662,-0.998,2025-06-16,6.867,WIN
MWG,2025-06-10,2025-06-11,WEIGHTED_SCORE,80.0,80+,BÌNH THƯỜNG,45.0,60.63,60.721,60.63,1.25,0.872,-2.594,-4.91,-1.431,-3.147,34.802,-2.517,-6.102,2.605,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:MA20>MA50|MA20 slope up | rs:RS5=0.87,RS10=-2.59,RS20=-4.91 | pullback:near MA20 acceptable,dist=-2.52% | volume:volume good 1.25x | momentum:ret5=-1.43,rsi=34.8,macd_up=True | drawdown:healthy pullback -6.10% | breakout:no breakout",7.0,9.0,-11.0,9.0,10.0,1.0,5.0,0.0,2.795,2.301,4.096,3.124,5.232,5.41,-0.45,2025-06-16,4.096,WIN
CTR,2025-06-10,2025-06-11,WEIGHTED_SCORE,62.0,60-69,BÌNH THƯỜNG,45.0,88.67,88.803,88.67,0.974,0.89,-2.256,-4.548,-1.412,-2.785,40.888,-2.059,-7.818,2.83,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:MA20>MA50 | rs:RS5=0.89,RS10=-2.26,RS20=-4.55 | pullback:near MA20 acceptable,dist=-2.06% | volume:volume weak 0.97x | momentum:ret5=-1.41,rsi=40.9,macd_up=True | drawdown:healthy pullback -7.82% | breakout:no breakout",7.0,6.0,-11.0,9.0,-5.0,1.0,5.0,0.0,5.271,5.823,10.541,9.449,8.131,10.466,-1.216,2025-06-16,10.541,WIN
VIP,2025-06-11,2025-06-12,WEIGHTED_SCORE,70.0,70-79,BÌNH THƯỜNG,55.0,12.45,12.569,12.55,0.947,0.301,-1.125,-1.608,-1.969,-1.19,46.0,-1.417,-9.257,2.605,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:MA20>MA50 | rs:RS5=0.30,RS10=-1.13,RS20=-1.61 | pullback:near MA20 ideal,dist=-1.42% | volume:volume weak 0.95x | momentum:ret5=-1.97,rsi=46.0,macd_up=True | drawdown:healthy pullback -9.26% | breakout:no breakout",7.0,6.0,-11.0,15.0,-5.0,3.0,5.0,0.0,1.539,3.131,0.744,0.744,-1.245,6.411,-1.245,2025-06-17,0.744,FLAT
IDC,2025-06-11,2025-06-12,WEIGHTED_SCORE,66.0,60-69,BÌNH THƯỜNG,55.0,33.9,33.951,33.9,0.362,-2.211,-3.846,-6.015,-4.48,-5.597,51.541,-2.829,-9.816,4.005,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:MA20>MA50|MA20 slope up | rs:RS5=-2.21,RS10=-3.85,RS20=-6.01 | pullback:near MA20 acceptable,dist=-2.83% | volume:volume weak 0.36x | momentum:ret5=-4.48,rsi=51.5,macd_up=False | drawdown:healthy pullback -9.82% | breakout:no breakout",7.0,9.0,-11.0,9.0,-5.0,2.0,5.0,0.0,-0.921,0.552,2.024,0.787,8.917,2.961,-2.659,2025-06-17,2.024,FLAT
SSB,2025-06-11,2025-06-12,WEIGHTED_SCORE,65.0,60-69,BÌNH THƯỜNG,55.0,18.05,18.227,18.2,1.02,1.173,-0.969,-4.662,-1.096,-4.244,26.923,-2.485,-7.436,1.425,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend: | rs:RS5=1.17,RS10=-0.97,RS20=-4.66 | pullback:near MA20 acceptable,dist=-2.49% | volume:volume acceptable 1.02x | momentum:ret5=-1.10,rsi=26.9,macd_up=True | drawdown:healthy pullback -7.44% | breakout:no breakout",7.0,0.0,-11.0,9.0,4.0,1.0,5.0,0.0,-1.821,-1.821,-1.821,-0.998,-0.724,-0.75,-3.193,2025-06-17,-1.821,FLAT
HAG,2025-06-11,2025-06-12,WEIGHTED_SCORE,64.0,60-69,BÌNH THƯỜNG,55.0,13.0,13.27,13.25,0.324,0.754,-5.814,-4.829,-1.515,-4.412,47.945,-2.567,-9.091,3.929,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:MA20>MA50 | rs:RS5=0.75,RS10=-5.81,RS20=-4.83 | pullback:near MA20 acceptable,dist=-2.57% | volume:volume weak 0.32x | momentum:ret5=-1.52,rsi=47.9,macd_up=True | drawdown:healthy pullback -9.09% | breakout:no breakout",7.0,6.0,-11.0,9.0,-5.0,3.0,5.0,0.0,-3.841,-2.711,-3.087,-2.711,-2.711,0.381,-4.595,2025-06-17,-3.087,FAIL
LPB,2025-06-11,2025-06-12,WEIGHTED_SCORE,62.0,60-69,BÌNH THƯỜNG,55.0,29.72,30.185,30.14,0.355,1.336,0.431,-5.828,-0.933,-5.411,41.985,-2.312,-10.32,1.824,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:MA20>MA50 | rs:RS5=1.34,RS10=0.43,RS20=-5.83 | pullback:near MA20 acceptable,dist=-2.31% | volume:volume weak 0.35x | momentum:ret5=-0.93,rsi=42.0,macd_up=True | drawdown:moderate dd -10.32% | breakout:no breakout",7.0,6.0,-8.0,9.0,-5.0,1.0,2.0,0.0,-1.377,-1.212,0.975,1.14,-0.748,1.139,-2.007,2025-06-17,0.975,WIN
KDC,2025-06-11,2025-06-12,WEIGHTED_SCORE,61.0,60-69,BÌNH THƯỜNG,55.0,51.56,51.637,51.56,1.219,-0.686,-1.675,-6.467,-2.955,-6.05,16.253,-3.278,-8.969,2.983,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend: | rs:RS5=-0.69,RS10=-1.67,RS20=-6.47 | pullback:not pullback zone,dist=-3.28% | volume:volume good 1.22x | momentum:ret5=-2.96,rsi=16.3,macd_up=False | drawdown:healthy pullback -8.97% | breakout:no breakout",7.0,0.0,-11.0,0.0,10.0,0.0,5.0,0.0,-0.624,-1.205,-0.062,6.561,7.51,6.261,-2.135,2025-06-17,-0.062,WIN
PNJ,2025-06-12,2025-06-13,WEIGHTED_SCORE,72.0,70-79,BÌNH THƯỜNG,55.0,50.84,50.716,50.64,0.959,1.937,-5.378,-7.972,0.514,-7.226,48.489,-1.101,-9.986,3.108,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:MA20>MA50 | rs:RS5=1.94,RS10=-5.38,RS20=-7.97 | pullback:near MA20 ideal,dist=-1.10% | volume:volume weak 0.96x | momentum:ret5=0.51,rsi=48.5,macd_up=True | drawdown:healthy pullback -9.99% | breakout:no breakout",7.0,6.0,-11.0,15.0,-5.0,5.0,5.0,0.0,4.677,3.513,2.114,1.601,4.539,5.008,-1.475,2025-06-18,2.114,WIN
VCI,2025-06-12,2025-06-13,WEIGHTED_SCORE,67.0,60-69,BÌNH THƯỜNG,55.0,26.21,25.889,25.85,0.697,-0.486,1.406,-5.367,-1.909,-4.622,49.234,-0.8,-6.125,2.371,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend: | rs:RS5=-0.49,RS10=1.41,RS20=-5.37 | pullback:near MA20 ideal,dist=-0.80% | volume:volume weak 0.70x | momentum:ret5=-1.91,rsi=49.2,macd_up=True | drawdown:healthy pullback -6.12% | breakout:no breakout",7.0,0.0,-8.0,15.0,-5.0,3.0,5.0,0.0,0.246,0.67,-0.179,-0.025,-1.029,1.491,-1.724,2025-06-18,-0.179,FLAT
VCB,2025-06-12,2025-06-13,WEIGHTED_SCORE,65.0,60-69,BÌNH THƯỜNG,55.0,55.64,55.623,55.54,0.67,0.887,0.181,-5.341,-0.536,-4.595,36.7,-1.022,-6.346,0.969,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend: | rs:RS5=0.89,RS10=0.18,RS20=-5.34 | pullback:near MA20 ideal,dist=-1.02% | volume:volume weak 0.67x | momentum:ret5=-0.54,rsi=36.7,macd_up=True | drawdown:healthy pullback -6.35% | breakout:no breakout",7.0,0.0,-8.0,15.0,-5.0,1.0,5.0,0.0,0.809,1.869,0.97,1.69,0.97,2.109,-0.989,2025-06-18,0.97,WIN
DHA,2025-06-13,2025-06-16,WEIGHTED_SCORE,100.0,80+,BÌNH THƯỜNG,55.0,41.81,41.382,41.32,1.127,1.806,2.226,11.795,0.723,12.878,64.848,3.362,-3.352,2.378,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=1.81,RS10=2.23,RS20=11.79 | pullback:near MA20 acceptable,dist=3.36% | volume:volume acceptable 1.13x | momentum:ret5=0.72,rsi=64.8,macd_up=False | drawdown:healthy pullback -3.35% | breakout:no breakout",7.0,20.0,10.0,9.0,4.0,4.0,5.0,0.0,0.952,0.734,0.493,1.314,2.837,2.778,-1.392,2025-06-19,0.493,WIN
VTO,2025-06-13,2025-06-16,WEIGHTED_SCORE,93.0,80+,BÌNH THƯỜNG,55.0,12.75,13.02,13.0,1.026,1.476,0.506,2.072,0.394,3.155,34.855,-0.059,-8.273,2.627,3,"regime:regime=BÌNH THƯỜNG:7.0 | trend:MA20>MA50 | rs:RS5=1.48,RS10=0.51,RS20=2.07 | pullback:near MA20 ideal,dist=-0.06% | volume:volume acceptable 1.03x | momentum:ret5=0.39,rsi=34.9,macd_up=True | drawdown:healthy pullback -8.27% | breakout:no breakout",7.0,6.0,3.0,15.0,4.0,3.0,5.0,0.0,-2.37,-2.37,-3.138,-1.602,-4.29,1.938,-3.906,2025-06-19,-3.138,FAIL
ABB,2025-06-16,2025-06-17,WEIGHTED_SCORE,100.0,80+,TĂNG MẠNH,80.0,7.66,7.671,7.66,0.816,4.288,3.518,7.308,6.389,10.534,62.329,4.91,-1.161,3.59,3,"regime:regime=TĂNG MẠNH:20.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=4.29,RS10=3.52,RS20=7.31 | pullback:not pullback zone,dist=4.91% | volume:volume weak 0.82x | momentum:ret5=6.39,rsi=62.3,macd_up=True | drawdown:healthy pullback -1.16% | breakout:no breakout",20.0,20.0,10.0,0.0,-5.0,5.0,5.0,0.0,-0.45,-0.45,0.723,-0.45,-0.45,2.77,-2.796,2025-06-20,0.723,FLAT
ACB,2025-06-16,2025-06-17,WEIGHTED_SCORE,100.0,80+,TĂNG MẠNH,80.0,21.3,21.432,21.4,1.049,-0.431,0.812,-2.849,1.671,0.377,43.478,0.42,-1.617,1.056,3,"regime:regime=TĂNG MẠNH:20.0 | trend:close>MA20|MA20>MA50|MA20 slope up | rs:RS5=-0.43,RS10=0.81,RS20=-2.85 | pullback:near MA20 ideal,dist=0.42% | volume:volume acceptable 1.05x | momentum:ret5=1.67,rsi=43.5,macd_up=True | drawdown:healthy pullback -1.62% | breakout:no breakout",20.0,15.0,-8.0,15.0,4.0,3.0,5.0,0.0,-0.916,-0.916,-0.216,-0.916,-0.916,0.883,-1.616,2025-06-20,-0.216,FLAT
AGR,2025-06-16,2025-06-17,WEIGHTED_SCORE,100.0,80+,TĂNG MẠNH,80.0,14.75,14.922,14.9,0.624,-1.419,-0.473,0.574,0.683,3.8,55.365,1.045,-5.449,2.387,3,"regime:regime=TĂNG MẠNH:20.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=-1.42,RS10=-0.47,RS20=0.57 | pullback:near MA20 ideal,dist=1.04% | volume:volume weak 0.62x | momentum:ret5=0.68,rsi=55.4,macd_up=True | drawdown:healthy pullback -5.45% | breakout:no breakout",20.0,20.0,0.0,15.0,-5.0,5.0,5.0,0.0,-2.46,-2.46,-2.795,-1.79,-2.125,-0.415,-4.471,2025-06-20,-2.795,FAIL
ANV,2025-06-16,2025-06-17,WEIGHTED_SCORE,100.0,80+,TĂNG MẠNH,80.0,16.07,16.194,16.17,1.323,3.276,2.026,9.704,5.377,12.93,58.983,4.582,0.312,2.8,3,"regime:regime=TĂNG MẠNH:20.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=3.28,RS10=2.03,RS20=9.70 | pullback:not pullback zone,dist=4.58% | volume:volume good 1.32x | momentum:ret5=5.38,rsi=59.0,macd_up=True | drawdown:near high 0.31% | breakout:no breakout",20.0,20.0,10.0,0.0,10.0,5.0,1.0,0.0,-1.067,-2.549,3.996,7.578,34.81,9.686,-2.858,2025-06-20,3.996,WIN
BSR,2025-06-16,2025-06-17,WEIGHTED_SCORE,100.0,80+,TĂNG MẠNH,80.0,12.08,12.028,12.01,2.597,8.724,8.89,8.522,10.826,11.748,67.913,9.773,5.41,3.045,3,"regime:regime=TĂNG MẠNH:20.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=8.72,RS10=8.89,RS20=8.52 | pullback:too far above MA20,dist=9.77% | volume:volume high but ok 2.60x | momentum:ret5=10.83,rsi=67.9,macd_up=True | drawdown:near high 5.41% | breakout:breakout20 confirmed",20.0,20.0,15.0,-12.0,3.0,-2.0,1.0,5.0,-2.196,-3.526,-5.604,-8.182,-8.681,0.082,-8.182,2025-06-20,-5.604,FAIL
BVB,2025-06-16,2025-06-17,WEIGHTED_SCORE,100.0,80+,TĂNG MẠNH,80.0,13.0,13.02,13.0,0.606,0.261,-3.121,2.465,2.362,5.691,44.444,0.853,-5.109,3.132,3,"regime:regime=TĂNG MẠNH:20.0 | trend:close>MA20|MA20>MA50|MA20 slope up | rs:RS5=0.26,RS10=-3.12,RS20=2.46 | pullback:near MA20 ideal,dist=0.85% | volume:volume weak 0.61x | momentum:ret5=2.36,rsi=44.4,macd_up=True | drawdown:healthy pullback -5.11% | breakout:no breakout",20.0,15.0,0.0,15.0,-5.0,3.0,5.0,0.0,0.318,-0.45,0.318,-0.45,-1.986,3.859,-1.986,2025-06-20,0.318,FLAT
BFC,2025-06-16,2025-06-17,WEIGHTED_SCORE,100.0,80+,TĂNG MẠNH,80.0,44.8,44.867,44.8,1.028,2.866,-3.521,3.874,4.967,7.1,52.126,1.384,-4.64,2.962,3,"regime:regime=TĂNG MẠNH:20.0 | trend:close>MA20|MA20>MA50|MA20 slope up | rs:RS5=2.87,RS10=-3.52,RS20=3.87 | pullback:near MA20 ideal,dist=1.38% | volume:volume acceptable 1.03x | momentum:ret5=4.97,rsi=52.1,macd_up=True | drawdown:healthy pullback -4.64% | breakout:no breakout",20.0,15.0,0.0,15.0,4.0,5.0,5.0,0.0,1.556,6.014,5.791,2.559,3.339,8.611,-1.118,2025-06-20,5.791,WIN
BAF,2025-06-16,2025-06-17,WEIGHTED_SCORE,100.0,80+,TĂNG MẠNH,80.0,35.9,35.854,35.8,1.263,-0.689,0.707,0.832,1.412,4.058,57.778,0.992,-3.753,2.567,3,"regime:regime=TĂNG MẠNH:20.0 | trend:close>MA20|MA20>MA50|MA20 slope up | rs:RS5=-0.69,RS10=0.71,RS20=0.83 | pullback:near MA20 ideal,dist=0.99% | volume:volume good 1.26x | momentum:ret5=1.41,rsi=57.8,macd_up=True | drawdown:healthy pullback -3.75% | breakout:no breakout",20.0,15.0,3.0,15.0,10.0,5.0,5.0,0.0,-1.147,-1.147,-0.45,-1.565,-2.681,0.366,-3.239,2025-06-20,-0.45,FAIL
BVS,2025-06-16,2025-06-17,WEIGHTED_SCORE,100.0,80+,TĂNG MẠNH,80.0,31.83,31.297,31.25,0.681,0.742,-1.069,3.3,2.843,6.526,58.795,2.636,-7.12,3.79,3,"regime:regime=TĂNG MẠNH:20.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=0.74,RS10=-1.07,RS20=3.30 | pullback:near MA20 acceptable,dist=2.64% | volume:volume weak 0.68x | momentum:ret5=2.84,rsi=58.8,macd_up=True | drawdown:healthy pullback -7.12% | breakout:no breakout",20.0,20.0,0.0,9.0,-5.0,5.0,5.0,0.0,0.157,0.477,0.477,1.403,-1.408,3.308,-1.696,2025-06-20,0.477,WIN
CSV,2025-06-16,2025-06-17,WEIGHTED_SCORE,100.0,80+,TĂNG MẠNH,80.0,36.48,36.535,36.48,1.629,7.382,8.565,7.219,9.484,10.445,63.177,6.976,2.185,3.092,3,"regime:regime=TĂNG MẠNH:20.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=7.38,RS10=8.57,RS20=7.22 | pullback:not pullback zone,dist=6.98% | volume:volume good 1.63x | momentum:ret5=9.48,rsi=63.2,macd_up=True | drawdown:near high 2.18% | breakout:breakout20 confirmed",20.0,20.0,15.0,0.0,10.0,5.0,1.0,5.0,-2.448,-3.132,-4.227,-3.68,-2.037,-0.613,-4.638,2025-06-20,-4.227,FAIL
CMG,2025-06-16,2025-06-17,WEIGHTED_SCORE,100.0,80+,TĂNG MẠNH,80.0,33.45,33.64,33.59,2.353,5.179,6.055,4.365,7.28,7.591,64.416,6.172,2.231,2.896,3,"regime:regime=TĂNG MẠNH:20.0 | trend:close>MA20|MA5>MA20|MA20>MA50|MA20 slope up | rs:RS5=5.18,RS10=6.06,RS20=4.36 | pullback:not pullback zone,dist=6.17% | volume:volume high but ok 2.35x | momentum:ret5=7.28,rsi=64.4,macd_up=True | drawdown:near high 2.23% | breakout:breakout20 confirmed",20.0,20.0,11.0,0.0,3.0,5.0,1.0,5.0,-1.282,-2.501,-2.501,-1.936,13.997,0.737,-5.741,2025-06-20,-2.501,FAIL
