pattern,conditions,n,win,fail,flat,winrate_pct,failrate_pct,avg_ret_t2_pct,avg_ret_t5_pct,avg_drawdown_t5_pct,combo_size
COMBO_3,volume_ratio < 1x + drawdown20 -10% to 0% + label:score_bucket_80+,1109,377,512,220,33.99,46.17,-0.293,-0.248,-4.218,3
COMBO_3,volume_ratio > 3x + volatility_contraction20 > 1.3 + label:volatility_context_VOLATILITY_MỞ_RỘNG,52,18,24,10,34.62,46.15,0.573,0.25,-4.965,3
COMBO_3,stock_dist_ma20 < -3% + volume_ratio < 1x + sideway_score20 >= 2,102,29,47,26,28.43,46.08,-1.259,-1.046,-4.546,3
COMBO_3,stock_dist_ma20 < -3% + volume_ratio < 1x + label:structure_context_CÓ_NỀN___SIDEWAY,102,29,47,26,28.43,46.08,-1.259,-1.046,-4.546,3
COMBO_3,volume_ratio < 1x + sideway_score20 >= 2 + label:entry_context_ENTRY_DƯỚI_MA20___YẾU,102,29,47,26,28.43,46.08,-1.259,-1.046,-4.546,3
COMBO_3,volume_ratio < 1x + range20 <= 10% + label:market_regime_RẤT_YẾU,102,29,47,26,28.43,46.08,-0.662,-0.865,-3.529,3
COMBO_3,volume_ratio 1.2-2.0x + volatility_contraction20 > 1.3 + label:market_context_MARKET_ỦNG_HỘ,76,27,35,14,35.53,46.05,0.009,0.361,-4.57,3
COMBO_3,stock_dist_ma20 > 8% + volume_ratio 1.2-2.0x + label:volume_context_VOLUME_TRUNG_TÍNH,50,21,23,6,42.0,46.0,0.403,0.663,-5.906,3
COMBO_3,stock_ret20 > 15% + drawdown20 -10% to 0% + label:score_bucket_80+,224,91,103,30,40.62,45.98,0.127,0.355,-5.977,3
COMBO_3,market_ret5 > 4% + drawdown20 -10% to 0% + label:market_regime_TĂNG_MẠNH,87,31,40,16,35.63,45.98,0.317,-0.042,-5.209,3
COMBO_3,stock_dist_ma20 3-8% + volume_ratio < 1x + label:volume_context_VOLUME_TRUNG_TÍNH,124,43,57,24,34.68,45.97,-0.056,-0.417,-4.861,3
COMBO_3,sideway_score20 >= 2 + market_context risk-off + label:market_regime_RẤT_YẾU,259,84,119,56,32.43,45.95,-0.487,-0.691,-3.744,3
COMBO_3,volatility_contraction20 < 0.8 + market_ret20 < -5% + label:score_bucket_80+,37,16,17,4,43.24,45.95,-0.718,0.581,-3.997,3
COMBO_3,volume_ratio < 1x + drawdown20 -10% to 0% + label:volatility_context_VOLATILITY_TRUNG_TÍNH,788,259,362,167,32.87,45.94,-0.557,-0.433,-4.271,3
COMBO_3,sideway_score20 >= 2 + drawdown20 -10% to 0% + label:market_context_MARKET_ỦNG_HỘ,394,130,181,83,32.99,45.94,-0.227,-0.151,-3.382,3
COMBO_3,stock_dist_ma20 < -3% + drawdown20 -10% to 0% + label:market_regime_TÍCH_CỰC,61,16,28,17,26.23,45.9,-1.687,-1.206,-4.615,3
COMBO_3,range20 <= 10% + market_context risk-off + label:market_regime_RẤT_YẾU,170,49,78,43,28.82,45.88,-0.693,-0.931,-3.648,3
COMBO_3,market_context risk-off + drawdown20 -10% to 0% + label:market_regime_RẤT_YẾU,543,194,249,100,35.73,45.86,-0.275,-0.388,-4.359,3
COMBO_3,volatility_contraction20 > 1.3 + drawdown20 -10% to 0% + label:market_regime_TĂNG_MẠNH,264,97,121,46,36.74,45.83,0.261,0.612,-5.093,3
COMBO_3,volume_ratio < 1x + drawdown20 -10% to 0% + label:market_regime_RẤT_YẾU,345,117,158,70,33.91,45.8,-0.281,-0.344,-3.897,3
COMBO_3,stock_dist_ma20 < -3% + market_context risk-off + label:volatility_context_VOLATILITY_TRUNG_TÍNH,83,38,38,7,45.78,45.78,-0.104,0.331,-4.45,3
COMBO_3,stock_dist_ma20 > 8% + volume_ratio 1.2-2.0x + volatility_contraction20 > 1.3,59,24,27,8,40.68,45.76,0.009,-0.239,-6.625,3
COMBO_3,stock_dist_ma20 > 8% + volume_ratio 1.2-2.0x + label:volatility_context_VOLATILITY_MỞ_RỘNG,59,24,27,8,40.68,45.76,0.009,-0.239,-6.625,3
COMBO_3,volume_ratio 1.2-2.0x + volatility_contraction20 > 1.3 + label:entry_context_ENTRY_XA_MA20___FOMO,59,24,27,8,40.68,45.76,0.009,-0.239,-6.625,3
COMBO_3,volume_ratio < 1x + sideway_score20 >= 2 + volatility_contraction20 > 1.3,153,46,70,37,30.07,45.75,-0.539,-0.97,-3.933,3
COMBO_3,volume_ratio < 1x + sideway_score20 >= 2 + label:volatility_context_VOLATILITY_MỞ_RỘNG,153,46,70,37,30.07,45.75,-0.539,-0.97,-3.933,3
COMBO_3,volume_ratio < 1x + volatility_contraction20 > 1.3 + label:structure_context_CÓ_NỀN___SIDEWAY,153,46,70,37,30.07,45.75,-0.539,-0.97,-3.933,3
COMBO_3,stock_dist_ma20 < -3% + volatility_contraction20 < 0.8 + label:score_bucket_60-69,140,42,64,34,30.0,45.71,-1.523,-1.43,-5.288,3
COMBO_3,volume_ratio < 1x + volatility_contraction20 < 0.8 + label:volume_context_VOLUME_TRUNG_TÍNH,440,152,201,87,34.55,45.68,-0.937,-1.077,-4.803,3
COMBO_3,volume_ratio < 1x + sideway_score20 >= 2 + label:market_regime_BÌNH_THƯỜNG,127,40,58,29,31.5,45.67,-1.095,-1.882,-4.939,3
COMBO_3,stock_dist_ma20 > 8% + market_context risk-off + label:entry_context_ENTRY_XA_MA20___FOMO,92,38,42,12,41.3,45.65,0.846,0.827,-6.078,3
COMBO_3,stock_dist_ma20 > 8% + market_context risk-off + label:structure_context_KHÔNG_RÕ_NỀN,92,38,42,12,41.3,45.65,0.846,0.827,-6.078,3
COMBO_3,stock_dist_ma20 > 8% + market_context risk-off + label:market_context_MARKET_RISK-OFF,92,38,42,12,41.3,45.65,0.846,0.827,-6.078,3
COMBO_3,stock_dist_ma20 < -3% + drawdown20 -10% to 0% + label:volume_context_VOLUME_TRUNG_TÍNH,92,29,42,21,31.52,45.65,-1.3,-1.022,-5.198,3
COMBO_3,stock_dist_ma20 < -3% + drawdown20 -10% to 0% + label:entry_context_ENTRY_DƯỚI_MA20___YẾU,217,69,99,49,31.8,45.62,-1.114,-0.769,-4.814,3
COMBO_3,stock_dist_ma20 < -3% + drawdown20 -10% to 0% + label:extension_context_KHÔNG_QUÁ_NÓNG,217,69,99,49,31.8,45.62,-1.114,-0.769,-4.814,3
COMBO_3,stock_dist_ma20 < -3% + drawdown20 -10% to 0% + label:risk_context_PULLBACK_LÀNH_MẠNH,217,69,99,49,31.8,45.62,-1.114,-0.769,-4.814,3
COMBO_3,volatility_contraction20 < 0.8 + market_context risk-off + label:market_regime_RẤT_YẾU,160,54,73,33,33.75,45.62,-0.37,-0.505,-3.959,3
COMBO_3,stock_dist_ma20 < -3% + volume_ratio < 1x + range20 <= 10%,57,16,26,15,28.07,45.61,-1.458,-1.479,-4.458,3
COMBO_3,volume_ratio < 1x + range20 <= 10% + label:entry_context_ENTRY_DƯỚI_MA20___YẾU,57,16,26,15,28.07,45.61,-1.458,-1.479,-4.458,3
COMBO_3,volume_ratio < 1x + volatility_contraction20 > 1.3 + label:market_regime_BÌNH_THƯỜNG,57,19,26,12,33.33,45.61,-0.394,-1.909,-6.062,3
COMBO_3,volume_ratio 1.2-2.0x + sideway_score20 >= 2 + label:volume_context_VOLUME_TĂNG_VỪA,125,42,57,26,33.6,45.6,-0.305,-0.184,-3.898,3
COMBO_3,stock_ret5 > 8% + market_context risk-off + drawdown20 -10% to 0%,68,29,31,8,42.65,45.59,0.578,1.068,-5.618,3
COMBO_3,stock_ret5 > 8% + market_context risk-off + label:risk_context_PULLBACK_LÀNH_MẠNH,68,29,31,8,42.65,45.59,0.578,1.068,-5.618,3
COMBO_3,stock_ret5 > 8% + drawdown20 -10% to 0% + label:market_context_MARKET_RISK-OFF,68,29,31,8,42.65,45.59,0.578,1.068,-5.618,3
COMBO_3,volume_ratio < 1x + volatility_contraction20 > 1.3 + label:market_context_MARKET_TRUNG_TÍNH,68,21,31,16,30.88,45.59,-0.553,-2.187,-6.13,3
COMBO_3,stock_dist_ma20 3-8% + volume_ratio < 1x + label:entry_context_ENTRY_LƯNG_CHỪNG_TRÊN_MA20,358,126,163,69,35.2,45.53,-0.117,-0.067,-4.691,3
COMBO_3,volume_ratio < 1x + drawdown20 < -15% + label:structure_context_KHÔNG_RÕ_NỀN,178,67,81,30,37.64,45.51,-0.652,-0.34,-4.921,3
COMBO_3,volume_ratio < 1x + drawdown20 < -15% + label:risk_context_DRAWDOWN_SÂU,178,67,81,30,37.64,45.51,-0.652,-0.34,-4.921,3
COMBO_3,stock_dist_ma20 < -3% + volume_ratio < 1x + market_context risk-off,167,72,76,19,43.11,45.51,-0.461,-0.16,-4.914,3
COMBO_3,stock_dist_ma20 < -3% + volume_ratio < 1x + label:market_context_MARKET_RISK-OFF,167,72,76,19,43.11,45.51,-0.461,-0.16,-4.914,3
COMBO_3,volume_ratio < 1x + market_context risk-off + label:entry_context_ENTRY_DƯỚI_MA20___YẾU,167,72,76,19,43.11,45.51,-0.461,-0.16,-4.914,3
COMBO_3,sideway_score20 >= 2 + volatility_contraction20 < 0.8 + label:volume_context_VOLUME_TRUNG_TÍNH,167,58,76,33,34.73,45.51,-0.608,-1.119,-4.105,3
COMBO_3,volume_ratio < 1x + range20 <= 10% + label:volatility_context_VOLATILITY_TRUNG_TÍNH,253,78,115,60,30.83,45.45,-0.708,-0.529,-3.638,3
COMBO_3,sideway_score20 >= 2 + volatility_contraction20 < 0.8 + label:volume_context_VOLUME_CẠN,143,48,65,30,33.57,45.45,-0.291,-0.6,-3.494,3
COMBO_3,stock_dist_ma20 3-8% + market_ret20 < -5% + label:structure_context_KHÔNG_RÕ_NỀN,77,34,35,8,44.16,45.45,0.921,1.788,-4.765,3
COMBO_3,stock_dist_ma20 > 8% + volatility_contraction20 > 1.3 + label:volume_context_VOLUME_TRUNG_TÍNH,66,28,30,8,42.42,45.45,0.693,-0.002,-7.04,3
COMBO_3,stock_dist_ma20 < -3% + drawdown20 -10% to 0% + label:market_regime_BÌNH_THƯỜNG,55,17,25,13,30.91,45.45,-1.862,-0.932,-5.855,3
COMBO_3,stock_dist_ma20 3-8% + market_dist_ma20 > 5% + label:extension_context_KHÔNG_QUÁ_NÓNG,44,19,20,5,43.18,45.45,-0.026,0.164,-5.042,3
COMBO_3,stock_dist_ma20 < -3% + range20 <= 10% + label:volatility_context_VOLATILITY_TRUNG_TÍNH,44,14,20,10,31.82,45.45,-1.616,-1.181,-4.515,3
COMBO_3,stock_dist_ma20 3-8% + volatility_contraction20 > 1.3 + label:market_regime_TÍCH_CỰC,33,7,15,11,21.21,45.45,-0.027,-1.891,-4.606,3
COMBO_3,volume_ratio 1.2-2.0x + market_dist_ma20 > 5% + label:extension_context_KHÔNG_QUÁ_NÓNG,33,12,15,6,36.36,45.45,0.462,-0.158,-4.798,3
COMBO_3,volatility_contraction20 > 1.3 + market_dist_ma20 > 5% + label:extension_context_KHÔNG_QUÁ_NÓNG,33,13,15,5,39.39,45.45,0.196,0.222,-5.702,3
COMBO_3,volume_ratio 1.2-2.0x + volatility_contraction20 > 1.3 + label:market_regime_RẤT_YẾU,75,30,34,11,40.0,45.33,0.199,-0.768,-6.297,3
COMBO_3,stock_dist_ma20 3-8% + volume_ratio < 1x + drawdown20 -10% to 0%,340,120,154,66,35.29,45.29,-0.162,-0.094,-4.672,3
COMBO_3,stock_dist_ma20 3-8% + volume_ratio < 1x + label:risk_context_PULLBACK_LÀNH_MẠNH,340,120,154,66,35.29,45.29,-0.162,-0.094,-4.672,3
COMBO_3,volume_ratio < 1x + drawdown20 -10% to 0% + label:entry_context_ENTRY_LƯNG_CHỪNG_TRÊN_MA20,340,120,154,66,35.29,45.29,-0.162,-0.094,-4.672,3
COMBO_3,volatility_contraction20 < 0.8 + market_ret20 < -5% + label:volume_context_VOLUME_CẠN,53,22,24,7,41.51,45.28,-0.24,0.794,-3.557,3
COMBO_3,volatility_contraction20 > 1.3 + market_dist_ma20 > 5% + market_context fomo/hưng phấn,53,21,24,8,39.62,45.28,0.141,0.064,-5.91,3
COMBO_3,volatility_contraction20 > 1.3 + market_dist_ma20 > 5% + label:volatility_context_VOLATILITY_MỞ_RỘNG,53,21,24,8,39.62,45.28,0.141,0.064,-5.91,3
COMBO_3,volatility_contraction20 > 1.3 + market_dist_ma20 > 5% + label:market_context_MARKET_HƯNG_PHẤN___DỄ_FOMO,53,21,24,8,39.62,45.28,0.141,0.064,-5.91,3
COMBO_3,market_dist_ma20 > 5% + market_context fomo/hưng phấn + label:volatility_context_VOLATILITY_MỞ_RỘNG,53,21,24,8,39.62,45.28,0.141,0.064,-5.91,3
COMBO_3,stock_dist_ma20 3-8% + volume_ratio < 1x + label:structure_context_KHÔNG_RÕ_NỀN,327,118,148,61,36.09,45.26,-0.098,0.085,-4.726,3
COMBO_3,stock_dist_ma20 3-8% + volume_ratio 1.2-2.0x + volatility_contraction20 > 1.3,95,34,43,18,35.79,45.26,-0.2,-0.571,-5.393,3
COMBO_3,stock_dist_ma20 3-8% + volume_ratio 1.2-2.0x + label:volatility_context_VOLATILITY_MỞ_RỘNG,95,34,43,18,35.79,45.26,-0.2,-0.571,-5.393,3
COMBO_3,volume_ratio 1.2-2.0x + volatility_contraction20 > 1.3 + label:entry_context_ENTRY_LƯNG_CHỪNG_TRÊN_MA20,95,34,43,18,35.79,45.26,-0.2,-0.571,-5.393,3
COMBO_3,sideway_score20 >= 2 + drawdown20 -10% to 0% + label:market_regime_RẤT_YẾU,252,82,114,56,32.54,45.24,-0.488,-0.642,-3.671,3
COMBO_3,stock_dist_ma20 3-8% + market_ret20 < -5% + label:extension_context_KHÔNG_QUÁ_NÓNG,73,33,33,7,45.21,45.21,0.371,1.404,-4.674,3
COMBO_3,market_ret5 > 4% + drawdown20 -10% to 0% + label:score_bucket_80+,73,29,33,11,39.73,45.21,0.648,0.329,-5.013,3
COMBO_3,sideway_score20 >= 2 + range20 <= 10% + label:market_regime_RẤT_YẾU,166,48,75,43,28.92,45.18,-0.692,-0.92,-3.647,3
COMBO_3,stock_ret20 > 15% + volume_ratio 1.2-2.0x + label:market_regime_TĂNG_MẠNH,62,26,28,8,41.94,45.16,-0.2,0.371,-6.188,3
COMBO_3,stock_ret5 > 8% + stock_ret20 > 15% + market_context risk-off,31,14,14,3,45.16,45.16,0.968,0.538,-6.634,3
COMBO_3,stock_ret5 > 8% + stock_ret20 > 15% + label:market_context_MARKET_RISK-OFF,31,14,14,3,45.16,45.16,0.968,0.538,-6.634,3
COMBO_3,stock_ret5 > 8% + market_context risk-off + label:extension_context_TĂNG_NÓNG_TRƯỚC_SIGNAL,31,14,14,3,45.16,45.16,0.968,0.538,-6.634,3
COMBO_3,stock_ret20 > 15% + market_context risk-off + label:score_bucket_70-79,31,11,14,6,35.48,45.16,1.349,-0.501,-7.542,3
COMBO_3,stock_dist_ma20 < -3% + sideway_score20 >= 2 + label:score_bucket_70-79,31,8,14,9,25.81,45.16,-1.603,-1.349,-4.452,3
COMBO_3,volume_ratio 1.2-2.0x + volatility_contraction20 > 1.3 + label:market_context_MARKET_TRUNG_TÍNH,31,11,14,6,35.48,45.16,-0.074,-1.333,-5.251,3
COMBO_3,sideway_score20 >= 2 + volatility_contraction20 < 0.8 + label:extension_context_KHÔNG_QUÁ_NÓNG,401,133,181,87,33.17,45.14,-0.586,-0.957,-3.915,3
COMBO_3,sideway_score20 >= 2 + volatility_contraction20 < 0.8 + label:structure_context_CÓ_NỀN___SIDEWAY,401,133,181,87,33.17,45.14,-0.586,-0.957,-3.915,3
COMBO_3,sideway_score20 >= 2 + volatility_contraction20 < 0.8 + label:volatility_context_VOLATILITY_CO_HẸP,401,133,181,87,33.17,45.14,-0.586,-0.957,-3.915,3
COMBO_3,stock_dist_ma20 3-8% + drawdown20 -10% to 0% + label:volume_context_VOLUME_CẠN,257,92,116,49,35.8,45.14,-0.168,0.065,-4.536,3
COMBO_3,volume_ratio < 1x + sideway_score20 >= 2 + label:volatility_context_VOLATILITY_TRUNG_TÍNH,388,118,175,95,30.41,45.1,-0.518,-0.337,-3.684,3
COMBO_3,stock_dist_ma20 < -3% + sideway_score20 >= 2 + label:volume_context_VOLUME_TRUNG_TÍNH,51,18,23,10,35.29,45.1,-1.053,-0.69,-4.647,3
COMBO_3,volume_ratio < 1x + volatility_contraction20 < 0.8 + label:entry_context_ENTRY_GẦN_MA20,646,226,291,129,34.98,45.05,-0.51,-0.529,-4.051,3
COMBO_3,sideway_score20 >= 2 + volatility_contraction20 < 0.8 + label:entry_context_ENTRY_GẦN_MA20,333,113,150,70,33.93,45.05,-0.482,-0.931,-3.798,3
COMBO_3,volume_ratio < 1x + range20 <= 10% + label:market_context_MARKET_TRUNG_TÍNH,91,28,41,22,30.77,45.05,-1.118,-1.753,-4.582,3
COMBO_3,stock_dist_ma20 > 8% + volatility_contraction20 > 1.3 + drawdown20 -10% to 0%,100,42,45,13,42.0,45.0,1.399,0.895,-6.152,3
COMBO_3,stock_dist_ma20 > 8% + volatility_contraction20 > 1.3 + label:risk_context_PULLBACK_LÀNH_MẠNH,100,42,45,13,42.0,45.0,1.399,0.895,-6.152,3
COMBO_3,stock_dist_ma20 > 8% + drawdown20 -10% to 0% + label:volatility_context_VOLATILITY_MỞ_RỘNG,100,42,45,13,42.0,45.0,1.399,0.895,-6.152,3
COMBO_3,volatility_contraction20 > 1.3 + drawdown20 -10% to 0% + label:entry_context_ENTRY_XA_MA20___FOMO,100,42,45,13,42.0,45.0,1.399,0.895,-6.152,3
COMBO_3,stock_dist_ma20 > 8% + volume_ratio 1.2-2.0x + label:market_regime_TĂNG_MẠNH,60,25,27,8,41.67,45.0,-0.129,-0.036,-6.674,3
COMBO_3,volatility_contraction20 > 1.3 + market_context fomo/hưng phấn + drawdown20 -10% to 0%,60,22,27,11,36.67,45.0,0.136,0.478,-6.128,3
COMBO_3,volatility_contraction20 > 1.3 + market_context fomo/hưng phấn + label:risk_context_PULLBACK_LÀNH_MẠNH,60,22,27,11,36.67,45.0,0.136,0.478,-6.128,3
COMBO_3,volatility_contraction20 > 1.3 + drawdown20 -10% to 0% + label:market_context_MARKET_HƯNG_PHẤN___DỄ_FOMO,60,22,27,11,36.67,45.0,0.136,0.478,-6.128,3
COMBO_3,market_context fomo/hưng phấn + drawdown20 -10% to 0% + label:volatility_context_VOLATILITY_MỞ_RỘNG,60,22,27,11,36.67,45.0,0.136,0.478,-6.128,3
COMBO_3,stock_ret20 > 15% + volume_ratio 1.2-2.0x + label:volume_context_VOLUME_TĂNG_VỪA,40,16,18,6,40.0,45.0,0.69,0.375,-7.028,3
COMBO_3,stock_dist_ma20 3-8% + market_ret20 < -5% + label:score_bucket_80+,40,20,18,2,50.0,45.0,1.31,2.956,-3.821,3
COMBO_3,stock_dist_ma20 > 8% + market_context fomo/hưng phấn + label:market_regime_TĂNG_MẠNH,40,15,18,7,37.5,45.0,-0.448,-0.593,-7.662,3
COMBO_3,range20 <= 10% + volatility_contraction20 < 0.8 + label:market_regime_BÌNH_THƯỜNG,40,13,18,9,32.5,45.0,-0.85,-2.169,-4.416,3
COMBO_3,range20 <= 10% + volatility_contraction20 > 1.3 + label:market_context_MARKET_TRUNG_TÍNH,40,9,18,13,22.5,45.0,-0.749,-1.39,-4.555,3
COMBO_3,volume_ratio < 1x + sideway_score20 >= 2 + label:extension_context_KHÔNG_QUÁ_NÓNG,853,270,383,200,31.65,44.9,-0.552,-0.659,-3.798,3
COMBO_3,volume_ratio < 1x + sideway_score20 >= 2 + label:structure_context_CÓ_NỀN___SIDEWAY,853,270,383,200,31.65,44.9,-0.552,-0.659,-3.798,3
COMBO_3,range20 <= 10% + drawdown20 -10% to 0% + label:market_regime_BÌNH_THƯỜNG,98,33,44,21,33.67,44.9,-1.031,-1.895,-4.762,3
COMBO_3,sideway_score20 >= 2 + volatility_contraction20 < 0.8 + label:market_regime_RẤT_YẾU,49,19,22,8,38.78,44.9,-0.09,-0.432,-3.38,3
COMBO_3,range20 <= 10% + drawdown20 -10% to 0% + label:market_context_MARKET_ỦNG_HỘ,254,79,114,61,31.1,44.88,-0.296,-0.325,-3.188,3
COMBO_3,volatility_contraction20 < 0.8 + drawdown20 -10% to 0% + label:score_bucket_70-79,127,42,57,28,33.07,44.88,-0.477,-1.459,-5.007,3
COMBO_3,volume_ratio 1.2-2.0x + sideway_score20 >= 2 + drawdown20 -10% to 0%,194,65,87,42,33.51,44.85,-0.219,-0.195,-3.674,3
COMBO_3,volume_ratio 1.2-2.0x + sideway_score20 >= 2 + label:risk_context_PULLBACK_LÀNH_MẠNH,194,65,87,42,33.51,44.85,-0.219,-0.195,-3.674,3
COMBO_3,volume_ratio 1.2-2.0x + drawdown20 -10% to 0% + label:structure_context_CÓ_NỀN___SIDEWAY,194,65,87,42,33.51,44.85,-0.219,-0.195,-3.674,3
COMBO_3,volume_ratio < 1x + drawdown20 -10% to 0% + label:market_regime_TÍCH_CỰC,252,89,113,50,35.32,44.84,-0.142,0.071,-3.521,3
COMBO_3,volume_ratio 1.2-2.0x + volatility_contraction20 > 1.3 + label:score_bucket_80+,183,68,82,33,37.16,44.81,-0.152,-0.059,-5.176,3
COMBO_3,volume_ratio < 1x + sideway_score20 >= 2 + drawdown20 -10% to 0%,831,263,372,196,31.65,44.77,-0.572,-0.669,-3.804,3
COMBO_3,volume_ratio < 1x + sideway_score20 >= 2 + label:risk_context_PULLBACK_LÀNH_MẠNH,831,263,372,196,31.65,44.77,-0.572,-0.669,-3.804,3
COMBO_3,volume_ratio < 1x + drawdown20 -10% to 0% + label:structure_context_CÓ_NỀN___SIDEWAY,831,263,372,196,31.65,44.77,-0.572,-0.669,-3.804,3
COMBO_3,stock_dist_ma20 3-8% + volume_ratio < 1x + label:volume_context_VOLUME_CẠN,228,82,102,44,35.96,44.74,-0.148,0.217,-4.586,3
COMBO_3,stock_ret5 > 8% + stock_dist_ma20 > 8% + label:entry_context_ENTRY_XA_MA20___FOMO,152,64,68,20,42.11,44.74,0.505,0.678,-6.019,3
COMBO_3,stock_ret5 > 8% + stock_dist_ma20 > 8% + label:structure_context_KHÔNG_RÕ_NỀN,152,64,68,20,42.11,44.74,0.505,0.678,-6.019,3
COMBO_3,stock_dist_ma20 < -3% + market_context risk-off + label:volume_context_VOLUME_TĂNG_VỪA,47,15,21,11,31.91,44.68,-0.499,-0.344,-4.765,3
COMBO_3,stock_ret5 > 8% + volatility_contraction20 > 1.3 + label:volatility_context_VOLATILITY_MỞ_RỘNG,150,67,67,16,44.67,44.67,0.589,0.846,-5.833,3
COMBO_3,stock_dist_ma20 < -3% + market_context risk-off + label:volume_context_VOLUME_TRUNG_TÍNH,103,43,46,14,41.75,44.66,-0.921,-0.587,-5.467,3
COMBO_3,stock_dist_ma20 3-8% + volatility_contraction20 > 1.3 + label:entry_context_ENTRY_LƯNG_CHỪNG_TRÊN_MA20,318,114,142,62,35.85,44.65,0.196,0.068,-4.804,3
COMBO_3,stock_dist_ma20 3-8% + volatility_contraction20 > 1.3 + label:volatility_context_VOLATILITY_MỞ_RỘNG,318,114,142,62,35.85,44.65,0.196,0.068,-4.804,3
COMBO_3,volume_ratio < 1x + sideway_score20 >= 2 + label:entry_context_ENTRY_GẦN_MA20,720,233,321,166,32.36,44.58,-0.462,-0.561,-3.67,3
COMBO_3,stock_ret5 > 8% + market_context risk-off + label:extension_context_KHÔNG_QUÁ_NÓNG,83,38,37,8,45.78,44.58,0.256,1.344,-5.226,3
COMBO_3,stock_dist_ma20 > 8% + volume_ratio 1.2-2.0x + label:score_bucket_80+,83,34,37,12,40.96,44.58,-0.211,0.097,-6.392,3
COMBO_3,range20 <= 10% + volatility_contraction20 < 0.8 + label:entry_context_ENTRY_GẦN_MA20,202,62,90,50,30.69,44.55,-0.576,-0.946,-3.719,3
COMBO_3,sideway_score20 >= 2 + volatility_contraction20 > 1.3 + label:volume_context_VOLUME_CẠN,110,37,49,24,33.64,44.55,-0.47,-1.042,-4.128,3
COMBO_3,sideway_score20 >= 2 + volatility_contraction20 > 1.3 + label:market_regime_RẤT_YẾU,101,30,45,26,29.7,44.55,-0.245,-0.606,-3.755,3
COMBO_3,stock_dist_ma20 3-8% + volume_ratio < 1x + label:volatility_context_VOLATILITY_TRUNG_TÍNH,155,58,69,28,37.42,44.52,-0.179,-0.303,-4.708,3
COMBO_3,stock_dist_ma20 3-8% + volume_ratio < 1x + label:extension_context_KHÔNG_QUÁ_NÓNG,281,103,125,53,36.65,44.48,0.069,0.332,-4.295,3
COMBO_3,volume_ratio < 1x + drawdown20 -10% to 0% + label:risk_context_PULLBACK_LÀNH_MẠNH,1860,643,827,390,34.57,44.46,-0.4,-0.344,-4.203,3
COMBO_3,sideway_score20 >= 2 + drawdown20 -10% to 0% + label:volume_context_VOLUME_TĂNG_VỪA,252,81,112,59,32.14,44.44,-0.503,-0.529,-3.964,3
COMBO_3,range20 <= 10% + drawdown20 -10% to 0% + label:market_regime_RẤT_YẾU,162,47,72,43,29.01,44.44,-0.73,-0.892,-3.6,3
COMBO_3,range20 <= 10% + volatility_contraction20 < 0.8 + market_context risk-off,99,27,44,28,27.27,44.44,-0.847,-0.838,-3.901,3
COMBO_3,range20 <= 10% + volatility_contraction20 < 0.8 + label:market_context_MARKET_RISK-OFF,99,27,44,28,27.27,44.44,-0.847,-0.838,-3.901,3
COMBO_3,range20 <= 10% + market_context risk-off + label:volatility_context_VOLATILITY_CO_HẸP,99,27,44,28,27.27,44.44,-0.847,-0.838,-3.901,3
COMBO_3,market_ret5 > 4% + market_context fomo/hưng phấn + label:score_bucket_80+,99,42,44,13,42.42,44.44,0.482,0.322,-5.25,3
COMBO_3,sideway_score20 >= 2 + volatility_contraction20 < 0.8 + label:market_regime_TÍCH_CỰC,90,34,40,16,37.78,44.44,-0.492,-0.167,-3.281,3
COMBO_3,stock_dist_ma20 > 8% + drawdown20 -10% to 0% + label:volume_context_VOLUME_TRUNG_TÍNH,81,31,36,14,38.27,44.44,1.022,0.318,-6.715,3
COMBO_3,stock_ret20 > 15% + volatility_contraction20 > 1.3 + market_context risk-off,54,23,24,7,42.59,44.44,1.178,-0.553,-7.346,3
COMBO_3,stock_ret20 > 15% + volatility_contraction20 > 1.3 + label:market_context_MARKET_RISK-OFF,54,23,24,7,42.59,44.44,1.178,-0.553,-7.346,3
COMBO_3,stock_ret20 > 15% + market_context risk-off + label:volatility_context_VOLATILITY_MỞ_RỘNG,54,23,24,7,42.59,44.44,1.178,-0.553,-7.346,3
COMBO_3,volatility_contraction20 > 1.3 + market_context risk-off + label:extension_context_TĂNG_NÓNG_TRƯỚC_SIGNAL,54,23,24,7,42.59,44.44,1.178,-0.553,-7.346,3
COMBO_3,stock_ret5 > 8% + stock_dist_ma20 3-8% + market_context risk-off,45,21,20,4,46.67,44.44,0.748,1.109,-5.073,3
COMBO_3,stock_ret5 > 8% + stock_dist_ma20 3-8% + label:market_context_MARKET_RISK-OFF,45,21,20,4,46.67,44.44,0.748,1.109,-5.073,3
COMBO_3,stock_ret5 > 8% + market_context risk-off + label:entry_context_ENTRY_LƯNG_CHỪNG_TRÊN_MA20,45,21,20,4,46.67,44.44,0.748,1.109,-5.073,3
COMBO_3,stock_dist_ma20 3-8% + volume_ratio < 1x + label:score_bucket_70-79,45,17,20,8,37.78,44.44,0.343,-0.861,-4.927,3
COMBO_3,volatility_contraction20 > 1.3 + market_dist_ma20 > 5% + label:structure_context_KHÔNG_RÕ_NỀN,45,18,20,7,40.0,44.44,0.146,-0.116,-6.238,3
COMBO_3,stock_dist_ma20 3-8% + volatility_contraction20 > 1.3 + label:extension_context_KHÔNG_QUÁ_NÓNG,277,100,123,54,36.1,44.4,0.29,0.347,-4.417,3
